"id_discente";"ano_ingresso";"periodo_ingresso";"nivel_ensino";"id_curso";"curso";"situacao";"data_alteracao_situacao";"ano_alteracao_situacao";"periodo_alteracao_situacao"
22ed6b8c4d8151d2fb1458ba32b22bc8;2014;1;MESTRADO;315747;MESTRADO EM ENFERMAGEM;DEFENDIDO;2016/05/10 13:08:45.776000000;2016;1
9c692a24eb3d7cd89b793dcf0ae83b28;2012;1;DOUTORADO;9300591;DOUTORADO EM DESENVOLVIMENTO E INOVAÇÃO TECNOLÓGICA EM MEDICAMENTOS;DEFENDIDO;2016/05/12 15:28:03.912000000;2016;1
ff75ac86cd7bdf8577983492a17419f3;2013;1;MESTRADO;315776;MESTRADO EM CIÊNCIAS SOCIAIS;DEFENDIDO;2016/05/17 15:23:28.207000000;2016;1
ff75ac86cd7bdf8577983492a17419f3;2013;1;MESTRADO;315776;MESTRADO EM CIÊNCIAS SOCIAIS;EM HOMOLOGAÇÃO;2016/05/17 15:24:45.869000000;2016;1
d30c9708ddbbde5c08c2653f4899caca;2014;1;MESTRADO;315776;MESTRADO EM CIÊNCIAS SOCIAIS;DEFENDIDO;2016/05/17 15:25:40.345000000;2016;1
fd29e6a47833c3a2f7b6cb0699a455e5;2014;1;MESTRADO;315776;MESTRADO EM CIÊNCIAS SOCIAIS;DEFENDIDO;2016/05/17 15:26:32.244000000;2016;1
09721507402219c18ffa4da1364296d2;2007;1;DOUTORADO;315746;DOUTORADO EM EDUCAÇÃO;DEFENDIDO;2016/06/10 17:01:29.613000000;2016;1
09721507402219c18ffa4da1364296d2;2007;1;DOUTORADO;315746;DOUTORADO EM EDUCAÇÃO;EM HOMOLOGAÇÃO;2016/06/10 17:04:10.917000000;2016;1
d70d643de83791e8a28e1ced6eb4eab0;2012;1;DOUTORADO;315746;DOUTORADO EM EDUCAÇÃO;EM HOMOLOGAÇÃO;2016/06/28 17:44:48.954000000;2016;1
d70d643de83791e8a28e1ced6eb4eab0;2012;1;DOUTORADO;315746;DOUTORADO EM EDUCAÇÃO;CONCLUÍDO;2016/06/28 17:48:40.467000000;2016;1
bc15835996de7799bee02c39ac1bb510;2014;1;MESTRADO;11519550;MESTRADO EM ESTUDOS DA MÍDIA;EM HOMOLOGAÇÃO;2016/07/14 23:08:37.353000000;2016;1
2565af4f5ee6bc3cfcb55764a6adddec;2014;1;MESTRADO;11519550;MESTRADO EM ESTUDOS DA MÍDIA;EM HOMOLOGAÇÃO;2016/07/14 23:10:59.414000000;2016;1
64b190d32392108d043a2b62fe036db1;2013;1;MESTRADO;11519550;MESTRADO EM ESTUDOS DA MÍDIA;EM HOMOLOGAÇÃO;2016/07/14 23:14:14.323000000;2016;1
2f51fc709db1090ddbdc0f6d2edbc5c8;2013;1;MESTRADO;9300590;MESTRADO EM PRODUÇÃO ANIMAL;EM HOMOLOGAÇÃO;2016/07/22 00:39:21.816000000;2016;1
16ea2567eb012807c3c59c625a5fe689;2013;2;MESTRADO;315756;MESTRADO PROFISSIONAL EM ENSINO DE CIÊNCIAS NATURAIS E MATEMÁTICA;DEFENDIDO;2015/12/10 15:00:34.195000000;2016;1
5b37c137d9e4e278ff3bc5082d5903e1;2013;1;MESTRADO;96067701;MESTRADO PROFISSIONAL EM ENSINO NA SAÚDE;EM HOMOLOGAÇÃO;2016/01/13 20:35:34.950000000;2016;1
853331d172f914967691bdfe7c84e527;2014;1;MESTRADO;315747;MESTRADO EM ENFERMAGEM;EM HOMOLOGAÇÃO;2016/02/19 08:44:55.881000000;2016;1
e765476044c41a36fba85819a1a29b72;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/23 08:35:05.297000000;2016;1
5cd607eaccebf069e6f0080851335d0f;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/23 09:42:45.051000000;2016;1
ccb309e4b038f3fb5516fa51ddfddd06;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/23 09:42:45.110000000;2016;1
ad10a49110ce0c8260d5f0c5e95e0095;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/23 09:53:16.320000000;2016;1
c248658091f30562039f16fd9d4802d9;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/23 09:57:26.673000000;2016;1
a99abb9e18062d85baa6875e41e598a8;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/23 09:59:00.638000000;2016;1
447abb58ff77aa620c0bb3915fb646aa;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/23 09:59:35.472000000;2016;1
2156b8248ec9c864eda0952e018c239d;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/23 10:03:43.888000000;2016;1
95367edd54efe7786f0fcc1da9f6c25c;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/23 10:03:43.957000000;2016;1
ad9b69d92fd211551d628ae2f4bfce16;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/23 10:03:43.995000000;2016;1
4baacd5812a10fd5415e3cd7e0e9612c;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/23 10:03:44.031000000;2016;1
c4442dd76d6536ecdfa3d3325efea14e;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/23 10:05:39.108000000;2016;1
08d91d1a7a56c6c00834ee7f4c07a0bd;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/23 10:16:28.508000000;2016;1
e96cee07186229a00dfa6df0cfa27819;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/23 10:34:43.983000000;2016;1
cde6f41fba3b16d20835605ec755d2d2;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/23 10:40:20.743000000;2016;1
89a934b2ac1b14cc94fd8127ee4ac64a;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/23 17:25:25.101000000;2016;1
2b25823ff2680a0db40c5d1d5e4597cc;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/23 17:28:28.075000000;2016;1
4d1f743590f5291473d22a5c15e7f816;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/23 17:29:19.218000000;2016;1
5cdde8e73b09685ff2fcc2b8353f944e;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/23 17:32:03.755000000;2016;1
8b9593241077e10e2500da438f4c7e69;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/23 17:32:22.252000000;2016;1
9e2d5c410ec6590bc0db82a6645e0cc8;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/23 17:35:08.092000000;2016;1
767ed79f8b7b068cb24aad1d98351433;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/23 17:36:10.752000000;2016;1
4799e586c1bc81d266469c087e028051;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/23 17:36:19.250000000;2016;1
50da149ccc1f36255e15d785b7e9da1d;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/23 17:37:36.130000000;2016;1
a001f9fc389a7d077ae297e59c97a92f;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/23 17:40:10.501000000;2016;1
d344f20e89843a80ccd3475b168b9f2e;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/23 17:41:05.894000000;2016;1
a2bd5b9cc0eb403b226c5c36baa38815;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/23 17:42:33.194000000;2016;1
982f1a80aa6c6278822f102fda079350;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/23 17:42:55.108000000;2016;1
72af317e06a57f9e8652abdcb2081e81;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/23 17:45:20.419000000;2016;1
9df63a5f755053d8d654c2e1bb183337;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/23 17:46:46.360000000;2016;1
7e779f05bd8c45ce9b336e5c93116045;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/23 17:50:35.022000000;2016;1
bc78cb1830d97131a3f4abf1eee1d5f8;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/23 17:51:11.728000000;2016;1
e3de76f4e16c19dd1cebb61d5c33fbab;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/23 17:52:19.428000000;2016;1
bb63328e92f5f9caacdd46a8b246b7a3;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/23 17:53:10.790000000;2016;1
5426e0ac68e21266e634188fe9c983c0;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/23 17:55:04.783000000;2016;1
55dd66a0363724312444ba4768ddeadf;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/23 17:56:52.086000000;2016;1
be49ab530600bd5acd30c9006a50c0dc;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/23 18:01:20.874000000;2016;1
bab0c85980868d531269b647a21718cf;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/23 18:01:41.063000000;2016;1
699e6c40b78fdaf0049217fb2a0addda;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/23 18:08:13.462000000;2016;1
72aeb2c79088ddb86fca384edd4a2701;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/23 18:14:05.074000000;2016;1
1aba7dded1716eb1ac70a9f2253e6917;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/23 18:14:08.539000000;2016;1
455fa52852483673b38ad34e633049bc;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/23 18:15:57.699000000;2016;1
c0616d22429a5a9322749725fc287a23;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/23 18:19:05.302000000;2016;1
f23e7053ecaa8e5516e92ab7dce0dc77;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/23 18:20:54.268000000;2016;1
7d8371c16f2e72618581046853ffc627;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/23 18:25:00.508000000;2016;1
94c0d444ea4cb9bcb2d137d85097c517;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/24 08:33:53.308000000;2016;1
02e34e20f0c0fb13e90a46f89de774b6;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/24 08:50:41.171000000;2016;1
a2fce214803da862b4ec8f1e1220eae0;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/25 09:37:47.222000000;2016;1
5dd2ccfdf5e630220feadf3dc5b035bd;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/25 09:37:47.262000000;2016;1
abe3f0a38685749c3fdd6e08f22cc824;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/25 09:37:47.282000000;2016;1
8dac3d11ea26ce0ed15d3bdcf370c19e;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/25 09:37:47.300000000;2016;1
030113c0bac44755888e165b7b3d7017;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/25 09:41:46.718000000;2016;1
98533148e1255a5203c4986e3ef2386f;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/25 09:51:32.823000000;2016;1
d725fcd223ea8a68cd74c353bcde3fc3;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/25 09:52:27.136000000;2016;1
23580d18b30ba33662e0c37897358da5;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/25 09:53:45.122000000;2016;1
a0d062b478b9d907665b14663e0c6418;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/25 09:54:14.440000000;2016;1
49598accdd4f7eacf2f20281d6fef534;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/25 09:56:05.547000000;2016;1
3ef55df1819b2bf1531341ba02b94744;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/25 09:57:43.297000000;2016;1
530aa7189e33375e84753f4242f4ab26;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/25 09:59:41.977000000;2016;1
b43bd6c6102f5a6adb54942015a5309b;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/25 10:01:21.012000000;2016;1
dfb6f8c40a6e2d35a87649a60c2f4ca9;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/25 10:01:21.103000000;2016;1
e7d17c42586ae8ff3527445822525a3f;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/25 10:03:15.957000000;2016;1
c6688037280f450e3521bbe1c5a16cdc;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/25 10:04:46.416000000;2016;1
9206ba646623ac7a1be50c3684a59aa5;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/25 10:06:47.773000000;2016;1
7b386af37ac14f7160db4e6aad5d4a17;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/25 10:06:47.843000000;2016;1
4562af20610e7ece1f2b601d711be1aa;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/25 10:07:38.686000000;2016;1
377680276edc955a1f75f10e927918c6;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/25 10:07:38.751000000;2016;1
15fc98058098bfd00be050b8932a41c3;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/25 10:08:42.686000000;2016;1
f9c24dae4e76103988fec24fb29c8e0d;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/25 10:08:42.735000000;2016;1
8eca5fc0beb550d88221c4e1b0620ba6;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/25 10:09:32.090000000;2016;1
b197a90ecf29cf002d7cb673944ea1ae;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/25 10:09:32.193000000;2016;1
7bd37341aa7ced2e3a0dbd4f1b4b8195;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/25 10:10:32.504000000;2016;1
8997393791960e6a788b623f1102679e;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/25 11:37:29.002000000;2016;1
b516776e91872a16684620e969ea167d;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/24 10:18:43.876000000;2016;1
1c50be5ff830372f979cf13774e2b887;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/24 10:22:26.822000000;2016;1
daa59c83ec0a80ec0bc587636d645713;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/24 10:27:38.850000000;2016;1
7a5c1ada6c95692e5f82592068eaca41;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/24 10:27:38.934000000;2016;1
ebe8d8c1e6d115c241b923f098b5741c;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/24 10:27:38.975000000;2016;1
69160b9edbc014a3eceea29acfbb21a0;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/24 10:27:38.995000000;2016;1
9b71b7e5747fa20153d658442d84ca9a;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/24 10:27:39.044000000;2016;1
9003cb71820ab65f6e839f0a464454ba;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/24 10:27:39.073000000;2016;1
b6e13fd69c916218ea66dfb41b3b2d18;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/24 10:27:39.092000000;2016;1
3a0d7e942be80314f33a0ecf32f1931f;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/24 10:27:39.113000000;2016;1
21be0adcdbf7c59e2cafb7104e128f83;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/24 10:27:39.132000000;2016;1
0021939cb244c120357c0210cda887e9;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/24 10:27:39.150000000;2016;1
9d685f570f64049a8ade3386c54e1e65;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/24 10:28:12.909000000;2016;1
41303c4a85d4cd18ba420d07e6a97b6b;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/24 10:28:12.989000000;2016;1
d4bb473fe91796224a352b37cdd2c807;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/24 10:28:13.028000000;2016;1
208084335080e8c220f23b72ab73767f;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/24 10:58:39.249000000;2016;1
8ca0c3af7b543e50dafe09d2e6a9224c;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/24 10:59:39.971000000;2016;1
cc28a4e2e28976b8c3c1370eabfb7715;2016;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2015/11/24 18:52:16.099000000;2016;1
