"id_discente";"ano_ingresso";"periodo_ingresso";"nivel_ensino";"id_curso";"curso";"situacao";"data_alteracao_situacao";"ano_alteracao_situacao";"periodo_alteracao_situacao"
a06abdd5ec25501e50a55bcaa8dbc00b;2014;1;MESTRADO;315757;MESTRADO EM ESTUDOS DA LINGUAGEM;EM HOMOLOGAÇÃO;2016/07/20 13:44:59.187000000;2016;2
32bb553f441fac23d679753eb7216b4f;2014;1;MESTRADO;315789;MESTRADO EM FISIOTERAPIA;EM HOMOLOGAÇÃO;2016/07/22 00:16:07.030000000;2016;2
58de8a44c285ccf817c197b561f02411;2014;1;MESTRADO;315764;MESTRADO EM ADMINISTRAÇÃO;EM HOMOLOGAÇÃO;2016/07/22 00:18:47.342000000;2016;2
58de8a44c285ccf817c197b561f02411;2014;1;MESTRADO;315764;MESTRADO EM ADMINISTRAÇÃO;DEFENDIDO;2016/07/22 00:26:54.378000000;2016;2
58de8a44c285ccf817c197b561f02411;2014;1;MESTRADO;315764;MESTRADO EM ADMINISTRAÇÃO;EM HOMOLOGAÇÃO;2016/07/22 00:30:46.748000000;2016;2
58de8a44c285ccf817c197b561f02411;2014;1;MESTRADO;315764;MESTRADO EM ADMINISTRAÇÃO;ATIVO;2016/07/22 00:33:46.814000000;2016;2
a8626d2cb0197a788b3bd0df69acaf00;2013;1;MESTRADO;315770;MESTRADO EM CIÊNCIA E ENGENHARIA DE MATERIAIS;EM HOMOLOGAÇÃO;2016/07/22 00:44:14.902000000;2016;2
17ccb1cb11278a60a2fd1577730c5d1d;2014;1;MESTRADO;11519550;MESTRADO EM ESTUDOS DA MÍDIA;EM HOMOLOGAÇÃO;2016/07/26 17:44:06.697000000;2016;2
17ccb1cb11278a60a2fd1577730c5d1d;2014;1;MESTRADO;11519550;MESTRADO EM ESTUDOS DA MÍDIA;ATIVO;2016/07/26 17:46:25.683000000;2016;2
17ccb1cb11278a60a2fd1577730c5d1d;2014;1;MESTRADO;11519550;MESTRADO EM ESTUDOS DA MÍDIA;EM HOMOLOGAÇÃO;2016/07/26 17:50:39.998000000;2016;2
a36b725dff12ea3227d54f8fab2dab01;2014;1;MESTRADO;315766;MESTRADO EM ARQUITETURA E URBANISMO;EM HOMOLOGAÇÃO;2016/08/02 17:17:11.746000000;2016;2
38e3fd3b794101ae0dd21325e14df007;2014;1;MESTRADO;507420;MESTRADO EM ARTES CÊNICAS;EM HOMOLOGAÇÃO;2016/08/05 16:06:59.344000000;2016;2
20356dbd699df88aaddf740ee0175eb5;2014;1;MESTRADO;9513330;MESTRADO EM ECOLOGIA;DEFENDIDO;2016/08/08 10:49:19.740000000;2016;2
9b398892d4e3efff6e9d0ee595539ce3;2012;1;DOUTORADO;315743;DOUTORADO EM CIÊNCIA DA COMPUTAÇÃO;DEFENDIDO;2016/08/16 16:13:02.063000000;2016;2
54fac706e6ca4ee44fbf10a0cdce2b2c;2014;2;MESTRADO;315779;MESTRADO EM DIREITO;EM HOMOLOGAÇÃO;2016/08/21 10:21:33.317000000;2016;2
97e6b9a57bd5d7e06e64ab4d65bc1079;2014;1;MESTRADO;315748;MESTRADO EM ENGENHARIA DE PRODUÇÃO;EM HOMOLOGAÇÃO;2016/08/21 10:26:28.250000000;2016;2
c963524508bb3a5b860fd65c86221f00;2013;2;MESTRADO;315779;MESTRADO EM DIREITO;EM HOMOLOGAÇÃO;2016/08/22 08:13:04.349000000;2016;2
bacccb04af4977b387cab160469b6714;2014;1;DOUTORADO;50903134;DOUTORADO EM ENFERMAGEM NA ATENÇÃO À SAÚDE;EM HOMOLOGAÇÃO;2016/08/22 08:16:22.933000000;2016;2
bacccb04af4977b387cab160469b6714;2014;1;DOUTORADO;50903134;DOUTORADO EM ENFERMAGEM NA ATENÇÃO À SAÚDE;DEFENDIDO;2016/08/22 08:19:44.933000000;2016;2
bacccb04af4977b387cab160469b6714;2014;1;DOUTORADO;50903134;DOUTORADO EM ENFERMAGEM NA ATENÇÃO À SAÚDE;EM HOMOLOGAÇÃO;2016/08/22 08:20:54.095000000;2016;2
cbc637c0a9caace130f3281de3637be5;2013;1;MESTRADO;315737;MESTRADO EM PSICOLOGIA;EM HOMOLOGAÇÃO;2016/08/23 00:53:50.368000000;2016;2
7daf73719f328f7bbcceac2a0cfd67a7;2013;2;MESTRADO;315761;MESTRADO EM GEODINÂMICA E GEOFÍSICA;EM HOMOLOGAÇÃO;2016/08/23 00:56:48.819000000;2016;2
bc2ad2cd3917075cfb359543e17a4b5b;2014;1;MESTRADO;315737;MESTRADO EM PSICOLOGIA;EM HOMOLOGAÇÃO;2016/08/24 15:54:52.851000000;2016;2
1ce5e74d2d8849a593c2d89d7e77dd53;2013;1;MESTRADO;315770;MESTRADO EM CIÊNCIA E ENGENHARIA DE MATERIAIS;EM HOMOLOGAÇÃO;2016/08/24 15:57:17.724000000;2016;2
a5614d1e0ef5f5dd36bdfd5bd076bef2;2014;1;MESTRADO;315766;MESTRADO EM ARQUITETURA E URBANISMO;EM HOMOLOGAÇÃO;2016/08/29 18:01:23.439000000;2016;2
2c1ff1f3708d6c62d8ba37391fe69559;2015;1;MESTRADO;315745;MESTRADO EM EDUCAÇÃO;EM HOMOLOGAÇÃO;2016/08/29 18:27:52.643000000;2016;2
20356dbd699df88aaddf740ee0175eb5;2014;1;MESTRADO;9513330;MESTRADO EM ECOLOGIA;EM HOMOLOGAÇÃO;2016/08/29 18:29:04.866000000;2016;2
149eb50c7e709aa6bf60bc076863d7f7;2014;1;MESTRADO;315764;MESTRADO EM ADMINISTRAÇÃO;EM HOMOLOGAÇÃO;2016/08/29 18:34:54.375000000;2016;2
4fa08160ecf46fc4cc9801af2363d178;2014;1;MESTRADO;315745;MESTRADO EM EDUCAÇÃO;EM HOMOLOGAÇÃO;2016/09/01 14:45:19.595000000;2016;2
483d95e6c80f70b7ea4130b310069112;2011;1;DOUTORADO;315754;DOUTORADO EM ENGENHARIA QUÍMICA;EM HOMOLOGAÇÃO;2016/09/01 14:47:09.797000000;2016;2
2080b904b42cab26a9aff810d1f52e9c;2013;1;MESTRADO;315731;MESTRADO EM GEOGRAFIA;CONCLUÍDO;2016/09/01 15:24:25.718000000;2016;2
2080b904b42cab26a9aff810d1f52e9c;2013;1;MESTRADO;315731;MESTRADO EM GEOGRAFIA;EM HOMOLOGAÇÃO;2016/09/01 15:28:59.266000000;2016;2
51ca7a2c813052937ab6d0be78afba06;2014;1;MESTRADO;315766;MESTRADO EM ARQUITETURA E URBANISMO;EM HOMOLOGAÇÃO;2016/09/02 17:06:20.469000000;2016;2
8859cfc32678d438615ca11302600aab;2014;2;MESTRADO;315739;MESTRADO EM QUÍMICA;EM HOMOLOGAÇÃO;2016/09/02 17:10:22.504000000;2016;2
5d31f9b9438d3a6fb21cbef9a07dc39a;2016;1;MESTRADO;315744;MESTRADO EM ECONOMIA;EM HOMOLOGAÇÃO;2016/09/09 10:13:39.453000000;2016;2
1eb7b583f5d688f8bbdd23f764169cdf;2014;2;MESTRADO;315761;MESTRADO EM GEODINÂMICA E GEOFÍSICA;EM HOMOLOGAÇÃO;2016/09/09 10:17:21.037000000;2016;2
88cfd7a951a848d55c44884b3f2be248;2014;1;MESTRADO;315739;MESTRADO EM QUÍMICA;EM HOMOLOGAÇÃO;2016/09/09 10:32:51.858000000;2016;2
d7eaac49cafe3bb2ecda82a38162ba25;2014;2;MESTRADO;315753;MESTRADO EM ENGENHARIA QUÍMICA;EM HOMOLOGAÇÃO;2016/09/12 14:05:43.057000000;2016;2
6b3cf3a41659ae1f6cffb11e2a52af00;2014;1;MESTRADO;315744;MESTRADO EM ECONOMIA;EM HOMOLOGAÇÃO;2016/09/12 14:08:08.395000000;2016;2
2c2948055748176b99f58838f21d43f3;2011;1;DOUTORADO;315758;DOUTORADO EM ESTUDOS DA LINGUAGEM;CONCLUÍDO;2016/09/12 14:23:04.981000000;2016;2
ca9722dbc3a525f10a911249d31bfe89;2013;1;MESTRADO;315757;MESTRADO EM ESTUDOS DA LINGUAGEM;CONCLUÍDO;2016/09/12 14:31:00.457000000;2016;2
ca9722dbc3a525f10a911249d31bfe89;2013;1;MESTRADO;315757;MESTRADO EM ESTUDOS DA LINGUAGEM;EM HOMOLOGAÇÃO;2016/09/12 14:34:47.986000000;2016;2
ca9722dbc3a525f10a911249d31bfe89;2013;1;MESTRADO;315757;MESTRADO EM ESTUDOS DA LINGUAGEM;DEFENDIDO;2016/09/12 14:37:06.226000000;2016;2
ca9722dbc3a525f10a911249d31bfe89;2013;1;MESTRADO;315757;MESTRADO EM ESTUDOS DA LINGUAGEM;DEFENDIDO;2016/09/12 14:40:16.309000000;2016;2
ca9722dbc3a525f10a911249d31bfe89;2013;1;MESTRADO;315757;MESTRADO EM ESTUDOS DA LINGUAGEM;DEFENDIDO;2016/09/12 14:53:11.969000000;2016;2
42f2e9e007e67b2ca77b5d21a7ef408d;2012;1;MESTRADO;315757;MESTRADO EM ESTUDOS DA LINGUAGEM;CONCLUÍDO;2016/09/12 15:08:52.555000000;2016;2
f7c3579d2bc80474d9d649a9d3547a54;2014;2;MESTRADO;315779;MESTRADO EM DIREITO;EM HOMOLOGAÇÃO;2016/09/19 13:11:30.646000000;2016;2
12576d637709f1850abc308d737d8ebd;2012;1;DOUTORADO;315771;DOUTORADO EM CIÊNCIA E ENGENHARIA DE MATERIAIS;EM HOMOLOGAÇÃO;2016/09/19 13:15:26.924000000;2016;2
475d97c4d311313770213cd6042f3bad;2014;2;MESTRADO;315779;MESTRADO EM DIREITO;EM HOMOLOGAÇÃO;2016/09/19 13:17:05.782000000;2016;2
8fb4621f0c167416095b7324230a148c;2013;1;DOUTORADO;315746;DOUTORADO EM EDUCAÇÃO;EM HOMOLOGAÇÃO;2016/09/19 13:20:10.528000000;2016;2
f3628d0574410024c8ccb31f1cba6a12;2014;1;MESTRADO;50980468;MESTRADO EM EDUCAÇÃO FÍSICA;EM HOMOLOGAÇÃO;2016/09/19 13:22:42.348000000;2016;2
