"id_discente";"ano_ingresso";"periodo_ingresso";"nivel_ensino";"id_curso";"curso";"situacao";"data_alteracao_situacao";"ano_alteracao_situacao";"periodo_alteracao_situacao"
fdf2b615ca2a9775e7950c1a71ffc0bc;2001;1;MESTRADO;315778;MESTRADO EM CLÍNICAS ODONTOLÓGICAS;CONCLUÍDO;2015/05/13 17:00:02.187000000;2015;1
2899e4228a5070ee60c1f1903e3959be;2015;2;GRADUAÇÃO;10320810;CIÊNCIAS E TECNOLOGIA;CADASTRADO;2015/02/19 10:31:20.729000000;2015;1
e49f98621a72b049be83dd907e48d117;2015;1;GRADUAÇÃO;10320810;CIÊNCIAS E TECNOLOGIA;CANCELADO;2015/02/19 10:40:00.294000000;2015;1
9c10f867d2eabba48e0519c83592f746;2015;2;GRADUAÇÃO;10320810;CIÊNCIAS E TECNOLOGIA;CADASTRADO;2015/02/19 11:13:00.680000000;2015;1
6cf824254bb32dc298fac79925ae2c91;2015;2;GRADUAÇÃO;10320810;CIÊNCIAS E TECNOLOGIA;CADASTRADO;2015/02/19 11:25:46.049000000;2015;1
2242b95f75cdaa79766db26347e162de;2015;2;GRADUAÇÃO;10320810;CIÊNCIAS E TECNOLOGIA;CADASTRADO;2015/02/19 14:13:33.931000000;2015;1
e0c281b7f2f4e604a59be755c419a0c7;2015;2;GRADUAÇÃO;2000029;ENGENHARIA DE PRODUÇÃO;CADASTRADO;2015/02/19 14:45:05.086000000;2015;1
930b3d42fc96b8338d4550f1b961e05f;2015;1;GRADUAÇÃO;2000029;ENGENHARIA DE PRODUÇÃO;ATIVO;2015/02/19 15:02:41.879000000;2015;1
204602feb95758c1a2381feca8d8b669;2015;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2014/11/24 18:12:59.954000000;2015;1
47cb72cb3e453a56256957e7527712c8;2015;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2014/11/24 18:15:00.445000000;2015;1
96407345e5e75782cf878ef05a6e2cd5;2015;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2014/11/24 18:17:39.854000000;2015;1
1a067cf034d72ae215754cf2547e391d;2015;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2014/11/24 18:19:32.504000000;2015;1
9f105f9611a255e00cd8ca51cdb4b69f;2015;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2014/11/24 18:28:12.917000000;2015;1
46580119de4b8bee3908d8c171f01e39;2015;1;TÉCNICO;96054058;CURSO TÉCNICO DA METRÓPOLE DIGITAL;CADASTRADO;2014/11/24 18:29:36.714000000;2015;1
