id_turma;id_curso;ano;periodo;media_final_geral;total_alunos;qtd_aprovado;qtd_aprovado_por_nota;total_aprovados;qtd_reprovado;qtd_reprovado_por_média_e_por_faltas;qtd_reprovado_por_faltas;qtd_reprovado_por_nota_e_falta;qtd_reprovado_por_nota;qtd_desistencia;qtd_trancado
1210420;118881115;2013;2;8.65;2;2;0;2;0;0;0;0;0;0;0
1210421;118881115;2013;2;8.933333333333332;3;3;0;3;0;0;0;0;0;0;0
1210425;118881115;2013;2;9.3;2;1;0;1;1;0;0;0;0;0;0
1212389;118881115;2013;2;7.65;2;2;0;2;0;0;0;0;0;0;0
1212398;118881115;2013;2;8.975;11;4;0;4;0;0;0;0;0;0;7
1212399;118881115;2013;2;10.0;1;1;0;1;0;0;0;0;0;0;0
1212400;118881115;2013;2;0.0;2;0;0;0;1;0;0;0;0;0;1
1212405;118881115;2013;2;8.266666666666667;12;12;0;12;0;0;0;0;0;0;0
1212408;118881115;2013;2;7.3;1;1;0;1;0;0;0;0;0;0;0
1212409;118881115;2013;2;6.9;2;2;0;2;0;0;0;0;0;0;0
1212411;118881115;2013;2;8.854545454545454;12;11;0;11;0;0;0;0;0;0;1
1212412;118881115;2013;2;8.827272727272726;13;11;0;11;0;1;0;0;0;0;1
1212413;118881115;2013;2;9.241666666666664;15;12;0;12;0;0;0;0;0;2;1
1212414;118881115;2013;2;9.6;4;2;0;2;0;0;0;0;0;0;2
1212415;118881115;2013;2;8.120000000000001;5;5;0;5;0;0;0;0;0;0;0
1212416;118881115;2013;2;8.0;7;1;0;1;0;4;0;0;0;0;2
1212417;118881115;2013;2;9.6;6;1;0;1;1;3;0;0;0;0;1
1212443;118881115;2013;2;9.0;5;4;0;4;0;1;0;0;0;0;0
1212453;118881115;2013;2;7.75;5;2;0;2;0;0;0;0;0;0;3
1212455;118881115;2013;2;8.374074074074073;28;27;0;27;1;0;0;0;0;0;0
1212456;118881115;2013;2;8.795454545454545;23;22;0;22;1;0;0;0;0;0;0
1212460;118881115;2013;2;8.059999999999999;23;20;0;20;2;0;0;0;0;0;1
1212461;118881115;2013;2;7.85;7;6;0;6;0;0;0;0;0;0;1
1212462;118881115;2013;2;7.675000000000001;10;8;0;8;0;0;0;0;0;0;2
1212466;118881115;2013;2;8.549999999999999;7;6;0;6;0;1;0;0;0;0;0
1212467;118881115;2013;2;0.0;1;0;0;0;0;0;0;0;0;0;1
1212468;118881115;2013;2;8.0;1;1;0;1;0;0;0;0;0;0;0
1212472;118881115;2013;2;8.11;11;10;0;10;0;1;0;0;0;0;0
1212474;118881115;2013;2;10.0;1;1;0;1;0;0;0;0;0;0;0
1212476;118881115;2013;2;8.725;6;4;0;4;0;1;0;0;0;0;1
1212477;118881115;2013;2;9.7;2;2;0;2;0;0;0;0;0;0;0
1212478;118881115;2013;2;8.45;4;2;0;2;0;0;0;0;0;0;2
1212479;118881115;2013;2;9.7;1;1;0;1;0;0;0;0;0;0;0
1212482;118881115;2013;2;8.3;1;1;0;1;0;0;0;0;0;0;0
1212489;118881115;2013;2;7.6;3;2;0;2;0;0;0;0;0;0;1
1212490;118881115;2013;2;7.95;3;2;0;2;0;1;0;0;0;0;0
1212491;118881115;2013;2;8.071428571428573;22;21;0;21;0;0;0;0;0;0;1
1212492;118881115;2013;2;0.0;1;0;0;0;0;0;0;0;0;0;1
1212999;118881115;2013;2;0.0;2;0;0;0;0;0;0;0;0;2;0
1213111;118881115;2013;2;8.6;1;1;0;1;0;0;0;0;0;0;0
1213258;118881115;2013;2;8.7;1;1;0;1;0;0;0;0;0;0;0
1213876;118881115;2013;2;10.0;1;1;0;1;0;0;0;0;0;0;0
1215533;118881115;2013;2;9.05;3;2;0;2;1;0;0;0;0;0;0
1215536;118881115;2013;2;0.0;2;0;0;0;0;0;0;0;0;1;1
1215538;118881115;2013;2;0.0;1;0;0;0;0;0;0;0;0;0;1
1215888;118881115;2013;2;9.8;1;1;0;1;0;0;0;0;0;0;0
1208209;118921874;2013;2;8.056;28;25;0;25;0;1;0;0;0;0;2
1208368;118921874;2013;2;8.13030303030303;34;33;0;33;0;0;0;0;0;0;1
1208369;118921874;2013;2;8.986206896551725;33;29;0;29;0;0;0;0;0;0;4
1208370;118921874;2013;2;8.890909090909092;34;33;0;33;0;0;0;0;0;0;1
1210420;118921874;2013;2;8.3;1;1;0;1;0;0;0;0;0;0;0
1215888;118921874;2013;2;9.3;1;1;0;1;0;0;0;0;0;0;0
1208470;118922026;2013;2;7.783333333333332;10;6;0;6;0;0;0;0;0;3;1
1208471;118922026;2013;2;8.260000000000002;9;5;0;5;0;0;0;0;0;3;1
1208472;118922026;2013;2;9.0;8;4;0;4;0;0;0;0;0;3;1
1208473;118922026;2013;2;8.55;8;4;0;4;0;0;0;0;0;3;1
1209020;118922026;2013;2;8.133333333333333;6;6;0;6;0;0;0;0;0;0;0
1213047;118922026;2013;2;8.9;2;1;0;1;0;0;0;0;0;0;1
1213117;118922026;2013;2;7.2;2;1;0;1;0;0;0;0;0;0;1
1213306;118922026;2013;2;8.8;6;5;0;5;0;0;0;0;0;0;1
1213346;118922026;2013;2;0.0;1;0;0;0;1;0;0;0;0;0;0
1213349;118922026;2013;2;7.257142857142858;14;14;0;14;0;0;0;0;0;0;0
1213350;118922026;2013;2;8.292857142857143;14;14;0;14;0;0;0;0;0;0;0
1213352;118922026;2013;2;8.637500000000001;8;8;0;8;0;0;0;0;0;0;0
1213476;118922026;2013;2;7.921428571428572;15;14;0;14;0;0;0;0;0;0;1
1213486;118922026;2013;2;8.414285714285715;7;7;0;7;0;0;0;0;0;0;0
1213488;118922026;2013;2;7.7857142857142865;7;7;0;7;0;0;0;0;0;0;0
1213491;118922026;2013;2;7.475;8;8;0;8;0;0;0;0;0;0;0
1213492;118922026;2013;2;8.6875;8;8;0;8;0;0;0;0;0;0;0
1213493;118922026;2013;2;8.192857142857145;15;14;0;14;1;0;0;0;0;0;0
1213506;118922026;2013;2;8.0;2;2;0;2;0;0;0;0;0;0;0
1213534;118922026;2013;2;8.719999999999999;6;5;0;5;1;0;0;0;0;0;0
1213535;118922026;2013;2;8.6;4;4;0;4;0;0;0;0;0;0;0
1213536;118922026;2013;2;8.85;2;2;0;2;0;0;0;0;0;0;0
1213537;118922026;2013;2;9.125;4;4;0;4;0;0;0;0;0;0;0
1213538;118922026;2013;2;8.25;3;2;0;2;0;0;0;0;0;0;1
1213738;118922026;2013;2;9.133333333333333;3;3;0;3;0;0;0;0;0;0;0
1213966;118922026;2013;2;8.5;8;8;0;8;0;0;0;0;0;0;0
1213967;118922026;2013;2;8.7;1;1;0;1;0;0;0;0;0;0;0
1208441;118922626;2013;2;7.0;1;1;0;1;0;0;0;0;0;0;0
1208802;118922626;2013;2;9.364705882352943;17;17;0;17;0;0;0;0;0;0;0
1208816;118922626;2013;2;0.0;2;0;0;0;1;0;0;0;0;0;1
1208820;118922626;2013;2;8.4;1;1;0;1;0;0;0;0;0;0;0
1208821;118922626;2013;2;7.9;1;1;0;1;0;0;0;0;0;0;0
1213306;118922626;2013;2;8.424999999999999;18;16;0;16;0;0;0;0;0;1;1
1213308;118922626;2013;2;9.235294117647062;19;17;0;17;0;0;0;0;0;2;0
1213313;118922626;2013;2;7.98888888888889;18;18;0;18;0;0;0;0;0;0;0
1213314;118922626;2013;2;8.1;1;1;0;1;0;0;0;0;0;0;0
1213315;118922626;2013;2;7.318181818181818;16;11;0;11;1;0;0;0;0;0;4
1213316;118922626;2013;2;8.75;3;2;0;2;0;0;0;0;0;0;1
1213317;118922626;2013;2;8.4;3;1;0;1;0;0;0;0;0;1;1
1213319;118922626;2013;2;0.0;3;0;0;0;0;0;0;0;0;0;3
1213323;118922626;2013;2;0.0;3;0;0;0;1;0;0;0;0;2;0
1213324;118922626;2013;2;8.266666666666667;3;3;0;3;0;0;0;0;0;0;0
1213325;118922626;2013;2;7.0;1;1;0;1;0;0;0;0;0;0;0
1213336;118922626;2013;2;7.2;1;1;0;1;0;0;0;0;0;0;0
1213337;118922626;2013;2;8.4;2;1;0;1;0;0;0;0;0;0;1
1208229;119512361;2013;2;8.3;1;1;0;1;0;0;0;0;0;0;0
1208271;119512361;2013;2;0.0;1;0;0;0;0;0;0;0;0;1;0
1208286;119512361;2013;2;0.0;1;0;0;0;0;0;0;0;0;1;0
1208293;119512361;2013;2;0.0;1;0;0;0;0;0;0;0;0;0;1
1208301;119512361;2013;2;0.0;1;0;0;0;0;0;0;0;0;0;1
1208356;119512361;2013;2;9.7;1;1;0;1;0;0;0;0;0;0;0
1208357;119512361;2013;2;8.2;1;1;0;1;0;0;0;0;0;0;0
1208366;119512361;2013;2;7.1;1;1;0;1;0;0;0;0;0;0;0
1207420;13027790;2013;2;7.438235294117648;39;34;0;34;1;1;0;0;0;1;2
1207422;13027790;2013;2;8.942499999999999;41;40;0;40;0;1;0;0;0;0;0
1207424;13027790;2013;2;8.18611111111111;39;36;0;36;1;0;0;0;0;0;2
1207426;13027790;2013;2;6.72;36;25;0;25;7;2;0;0;0;1;1
1207427;13027790;2013;2;7.884210526315789;42;38;0;38;1;2;0;0;0;0;1
1207429;13027790;2013;2;8.691428571428572;38;35;0;35;1;0;0;0;0;0;2
1209258;13027790;2013;2;8.4;2;2;0;2;0;0;0;0;0;0;0
1211503;13027790;2013;2;8.483333333333334;21;6;0;6;1;0;0;0;0;14;0
1211508;13027790;2013;2;9.21304347826087;23;23;0;23;0;0;0;0;0;0;0
1211516;13027790;2013;2;7.334285714285714;37;35;0;35;1;1;0;0;0;0;0
1213571;13027790;2013;2;9.275;4;4;0;4;0;0;0;0;0;0;0
1213778;13027790;2013;2;6.981249999999999;32;32;0;32;0;0;0;0;0;0;0
1213784;13027790;2013;2;9.45;4;4;0;4;0;0;0;0;0;0;0
1213785;13027790;2013;2;9.4;5;4;0;4;0;0;0;0;0;1;0
1213786;13027790;2013;2;9.325;5;4;0;4;0;0;0;0;0;1;0
1213788;13027790;2013;2;9.5;4;4;0;4;0;0;0;0;0;0;0
1213789;13027790;2013;2;9.5;4;4;0;4;0;0;0;0;0;0;0
1213790;13027790;2013;2;9.55;4;4;0;4;0;0;0;0;0;0;0
1213791;13027790;2013;2;9.5;4;4;0;4;0;0;0;0;0;0;0
1213822;13027790;2013;2;7.85;4;4;0;4;0;0;0;0;0;0;0
1213823;13027790;2013;2;8.725;5;4;0;4;0;0;0;0;0;1;0
1213824;13027790;2013;2;8.3;5;4;0;4;0;0;0;0;0;1;0
1213825;13027790;2013;2;9.375;4;4;0;4;0;0;0;0;0;0;0
1213826;13027790;2013;2;8.875;4;4;0;4;0;0;0;0;0;0;0
1213827;13027790;2013;2;9.0;4;4;0;4;0;0;0;0;0;0;0
1213828;13027790;2013;2;8.8;4;4;0;4;0;0;0;0;0;0;0
1213829;13027790;2013;2;8.4;4;4;0;4;0;0;0;0;0;0;0
1213830;13027790;2013;2;9.025;4;4;0;4;0;0;0;0;0;0;0
1213831;13027790;2013;2;9.325;5;4;0;4;0;0;0;0;0;1;0
1213832;13027790;2013;2;9.325;5;4;0;4;0;0;0;0;0;1;0
1213833;13027790;2013;2;9.9;4;4;0;4;0;0;0;0;0;0;0
1213834;13027790;2013;2;9.25;4;4;0;4;0;0;0;0;0;0;0
1213835;13027790;2013;2;9.325;4;4;0;4;0;0;0;0;0;0;0
1213836;13027790;2013;2;9.025;4;4;0;4;0;0;0;0;0;0;0
1213837;13027790;2013;2;9.55;4;4;0;4;0;0;0;0;0;0;0
1213969;13027790;2013;2;8.149999999999999;4;4;0;4;0;0;0;0;0;0;0
1213970;13027790;2013;2;9.0;5;4;0;4;0;0;0;0;0;1;0
1213971;13027790;2013;2;8.8;5;4;0;4;0;0;0;0;0;1;0
1213975;13027790;2013;2;8.85;4;4;0;4;0;0;0;0;0;0;0
1213987;13027790;2013;2;8.575;4;4;0;4;0;0;0;0;0;0;0
1213988;13027790;2013;2;8.95;4;4;0;4;0;0;0;0;0;0;0
1213989;13027790;2013;2;8.649999999999999;4;4;0;4;0;0;0;0;0;0;0
1213990;13027790;2013;2;8.5;4;4;0;4;0;0;0;0;0;0;0
1213991;13027790;2013;2;9.6;4;4;0;4;0;0;0;0;0;0;0
1213992;13027790;2013;2;9.7;5;4;0;4;0;0;0;0;0;1;0
1213993;13027790;2013;2;9.5;5;4;0;4;0;0;0;0;0;1;0
1213994;13027790;2013;2;9.8;4;4;0;4;0;0;0;0;0;0;0
1213995;13027790;2013;2;9.6;4;4;0;4;0;0;0;0;0;0;0
1213996;13027790;2013;2;9.6;4;4;0;4;0;0;0;0;0;0;0
1213997;13027790;2013;2;9.6;4;4;0;4;0;0;0;0;0;0;0
1213998;13027790;2013;2;9.125;4;4;0;4;0;0;0;0;0;0;0
1213999;13027790;2013;2;9.25;4;4;0;4;0;0;0;0;0;0;0
1214000;13027790;2013;2;9.475;5;4;0;4;0;0;0;0;0;1;0
1214001;13027790;2013;2;9.225;5;4;0;4;0;0;0;0;0;1;0
1214002;13027790;2013;2;9.4;4;4;0;4;0;0;0;0;0;0;0
1214003;13027790;2013;2;9.475;4;4;0;4;0;0;0;0;0;0;0
1214004;13027790;2013;2;9.4;4;4;0;4;0;0;0;0;0;0;0
1214005;13027790;2013;2;9.3;4;4;0;4;0;0;0;0;0;0;0
1214006;13027790;2013;2;9.15;4;4;0;4;0;0;0;0;0;0;0
1214013;13027790;2013;2;9.55;4;4;0;4;0;0;0;0;0;0;0
1214014;13027790;2013;2;9.8;5;4;0;4;0;0;0;0;0;1;0
1214015;13027790;2013;2;9.525;5;4;0;4;0;0;0;0;0;1;0
1214016;13027790;2013;2;9.825;4;4;0;4;0;0;0;0;0;0;0
1214017;13027790;2013;2;9.575;4;4;0;4;0;0;0;0;0;0;0
1214018;13027790;2013;2;9.5;4;4;0;4;0;0;0;0;0;0;0
1214042;13027790;2013;2;9.775;4;4;0;4;0;0;0;0;0;0;0
1214043;13027790;2013;2;9.0;4;4;0;4;0;0;0;0;0;0;0
1214044;13027790;2013;2;8.9;4;4;0;4;0;0;0;0;0;0;0
1214045;13027790;2013;2;9.9;5;4;0;4;0;0;0;0;0;1;0
1214046;13027790;2013;2;9.275;5;4;0;4;0;0;0;0;0;1;0
1214047;13027790;2013;2;9.8;4;4;0;4;0;0;0;0;0;0;0
1214048;13027790;2013;2;8.35;4;4;0;4;0;0;0;0;0;0;0
1214049;13027790;2013;2;9.5;4;4;0;4;0;0;0;0;0;0;0
1214050;13027790;2013;2;8.950000000000001;4;4;0;4;0;0;0;0;0;0;0
1214051;13027790;2013;2;9.0;4;4;0;4;0;0;0;0;0;0;0
1214052;13027790;2013;2;8.527777777777777;37;36;0;36;1;0;0;0;0;0;0
1214053;13027790;2013;2;8.586486486486486;37;37;0;37;0;0;0;0;0;0;0
1214054;13027790;2013;2;9.6;3;3;0;3;0;0;0;0;0;0;0
1214055;13027790;2013;2;9.466666666666669;3;3;0;3;0;0;0;0;0;0;0
1214056;13027790;2013;2;9.333333333333334;3;3;0;3;0;0;0;0;0;0;0
1214057;13027790;2013;2;9.433333333333332;3;3;0;3;0;0;0;0;0;0;0
1214058;13027790;2013;2;9.166666666666666;3;3;0;3;0;0;0;0;0;0;0
1214059;13027790;2013;2;8.133333333333333;3;3;0;3;0;0;0;0;0;0;0
1214060;13027790;2013;2;9.266666666666667;3;3;0;3;0;0;0;0;0;0;0
1214061;13027790;2013;2;8.733333333333333;3;3;0;3;0;0;0;0;0;0;0
1214062;13027790;2013;2;9.266666666666667;3;3;0;3;0;0;0;0;0;0;0
1214063;13027790;2013;2;9.233333333333333;3;3;0;3;0;0;0;0;0;0;0
1214064;13027790;2013;2;8.5;3;3;0;3;0;0;0;0;0;0;0
1214065;13027790;2013;2;8.5;2;2;0;2;0;0;0;0;0;0;0
1214066;13027790;2013;2;8.8;2;2;0;2;0;0;0;0;0;0;0
1214514;13027790;2013;2;9.7;3;3;0;3;0;0;0;0;0;0;0
1214515;13027790;2013;2;9.5;3;3;0;3;0;0;0;0;0;0;0
1214516;13027790;2013;2;9.6;3;3;0;3;0;0;0;0;0;0;0
1214517;13027790;2013;2;9.666666666666666;3;3;0;3;0;0;0;0;0;0;0
1214518;13027790;2013;2;9.733333333333333;3;3;0;3;0;0;0;0;0;0;0
1214519;13027790;2013;2;8.866666666666665;3;3;0;3;0;0;0;0;0;0;0
1214520;13027790;2013;2;9.533333333333331;3;3;0;3;0;0;0;0;0;0;0
1214521;13027790;2013;2;9.633333333333333;3;3;0;3;0;0;0;0;0;0;0
1214523;13027790;2013;2;9.5;3;3;0;3;0;0;0;0;0;0;0
1214524;13027790;2013;2;9.466666666666669;3;3;0;3;0;0;0;0;0;0;0
1214525;13027790;2013;2;8.999999999999998;3;3;0;3;0;0;0;0;0;0;0
1214526;13027790;2013;2;9.2;2;2;0;2;0;0;0;0;0;0;0
1214527;13027790;2013;2;9.0;2;2;0;2;0;0;0;0;0;0;0
1214528;13027790;2013;2;9.0;3;3;0;3;0;0;0;0;0;0;0
1214529;13027790;2013;2;9.0;3;3;0;3;0;0;0;0;0;0;0
1214530;13027790;2013;2;9.5;3;3;0;3;0;0;0;0;0;0;0
1214531;13027790;2013;2;9.5;3;3;0;3;0;0;0;0;0;0;0
1214532;13027790;2013;2;9.5;3;3;0;3;0;0;0;0;0;0;0
1214533;13027790;2013;2;8.666666666666666;3;3;0;3;0;0;0;0;0;0;0
1214534;13027790;2013;2;8.5;3;3;0;3;0;0;0;0;0;0;0
1214535;13027790;2013;2;9.333333333333334;3;3;0;3;0;0;0;0;0;0;0
1214536;13027790;2013;2;9.0;3;3;0;3;0;0;0;0;0;0;0
1214537;13027790;2013;2;9.5;3;3;0;3;0;0;0;0;0;0;0
1214538;13027790;2013;2;9.0;3;3;0;3;0;0;0;0;0;0;0
1214539;13027790;2013;2;8.75;2;2;0;2;0;0;0;0;0;0;0
1214540;13027790;2013;2;8.5;2;2;0;2;0;0;0;0;0;0;0
1214541;13027790;2013;2;8.799999999999999;3;3;0;3;0;0;0;0;0;0;0
1214542;13027790;2013;2;8.8;3;3;0;3;0;0;0;0;0;0;0
1214543;13027790;2013;2;8.7;3;3;0;3;0;0;0;0;0;0;0
1214544;13027790;2013;2;8.733333333333334;3;3;0;3;0;0;0;0;0;0;0
1214545;13027790;2013;2;8.766666666666666;3;3;0;3;0;0;0;0;0;0;0
1214546;13027790;2013;2;8.799999999999999;3;3;0;3;0;0;0;0;0;0;0
1214547;13027790;2013;2;8.933333333333334;3;3;0;3;0;0;0;0;0;0;0
1214548;13027790;2013;2;8.766666666666667;3;3;0;3;0;0;0;0;0;0;0
1214549;13027790;2013;2;8.866666666666667;3;3;0;3;0;0;0;0;0;0;0
1214550;13027790;2013;2;8.8;3;3;0;3;0;0;0;0;0;0;0
1214551;13027790;2013;2;8.866666666666667;3;3;0;3;0;0;0;0;0;0;0
1214552;13027790;2013;2;8.9;2;2;0;2;0;0;0;0;0;0;0
1214553;13027790;2013;2;9.0;2;2;0;2;0;0;0;0;0;0;0
1214554;13027790;2013;2;9.7;3;3;0;3;0;0;0;0;0;0;0
1214555;13027790;2013;2;9.0;3;3;0;3;0;0;0;0;0;0;0
1214556;13027790;2013;2;9.5;3;3;0;3;0;0;0;0;0;0;0
1214557;13027790;2013;2;9.0;3;3;0;3;0;0;0;0;0;0;0
1214558;13027790;2013;2;8.333333333333334;3;3;0;3;0;0;0;0;0;0;0
1214561;13027790;2013;2;8.566666666666668;3;3;0;3;0;0;0;0;0;0;0
1214562;13027790;2013;2;8.9;3;3;0;3;0;0;0;0;0;0;0
1214563;13027790;2013;2;8.5;3;3;0;3;0;0;0;0;0;0;0
1214564;13027790;2013;2;9.166666666666666;3;3;0;3;0;0;0;0;0;0;0
1214565;13027790;2013;2;9.0;3;3;0;3;0;0;0;0;0;0;0
1214566;13027790;2013;2;7.7;3;3;0;3;0;0;0;0;0;0;0
1214567;13027790;2013;2;9.0;2;2;0;2;0;0;0;0;0;0;0
1214568;13027790;2013;2;8.0;2;2;0;2;0;0;0;0;0;0;0
1214570;13027790;2013;2;9.0;3;3;0;3;0;0;0;0;0;0;0
1214571;13027790;2013;2;8.266666666666667;3;3;0;3;0;0;0;0;0;0;0
1214572;13027790;2013;2;8.666666666666668;3;3;0;3;0;0;0;0;0;0;0
1214573;13027790;2013;2;9.0;3;3;0;3;0;0;0;0;0;0;0
1214574;13027790;2013;2;8.666666666666666;3;3;0;3;0;0;0;0;0;0;0
1214575;13027790;2013;2;8.533333333333333;3;3;0;3;0;0;0;0;0;0;0
1214576;13027790;2013;2;8.533333333333333;3;3;0;3;0;0;0;0;0;0;0
1214577;13027790;2013;2;8.4;3;3;0;3;0;0;0;0;0;0;0
1214578;13027790;2013;2;8.8;3;3;0;3;0;0;0;0;0;0;0
1214579;13027790;2013;2;8.933333333333332;3;3;0;3;0;0;0;0;0;0;0
1214580;13027790;2013;2;8.4;3;3;0;3;0;0;0;0;0;0;0
1214581;13027790;2013;2;8.8;2;2;0;2;0;0;0;0;0;0;0
1214582;13027790;2013;2;8.600000000000001;2;2;0;2;0;0;0;0;0;0;0
1214583;13027790;2013;2;9.8;3;3;0;3;0;0;0;0;0;0;0
1214585;13027790;2013;2;9.9;3;3;0;3;0;0;0;0;0;0;0
1214586;13027790;2013;2;9.666666666666666;3;3;0;3;0;0;0;0;0;0;0
1214587;13027790;2013;2;9.5;3;3;0;3;0;0;0;0;0;0;0
1214588;13027790;2013;2;10.0;3;3;0;3;0;0;0;0;0;0;0
1214589;13027790;2013;2;9.533333333333331;3;3;0;3;0;0;0;0;0;0;0
1214590;13027790;2013;2;9.466666666666669;3;3;0;3;0;0;0;0;0;0;0
1214591;13027790;2013;2;8.633333333333333;3;3;0;3;0;0;0;0;0;0;0
1214592;13027790;2013;2;9.166666666666666;3;3;0;3;0;0;0;0;0;0;0
1214593;13027790;2013;2;8.966666666666667;3;3;0;3;0;0;0;0;0;0;0
1214594;13027790;2013;2;9.566666666666666;3;3;0;3;0;0;0;0;0;0;0
1214595;13027790;2013;2;8.75;2;2;0;2;0;0;0;0;0;0;0
1214596;13027790;2013;2;8.75;2;2;0;2;0;0;0;0;0;0;0
1214597;13027790;2013;2;9.2;3;3;0;3;0;0;0;0;0;0;0
1214598;13027790;2013;2;9.0;3;3;0;3;0;0;0;0;0;0;0
1214599;13027790;2013;2;9.466666666666669;3;3;0;3;0;0;0;0;0;0;0
1214600;13027790;2013;2;9.133333333333336;3;3;0;3;0;0;0;0;0;0;0
1214601;13027790;2013;2;8.700000000000001;3;3;0;3;0;0;0;0;0;0;0
1214602;13027790;2013;2;8.766666666666667;3;3;0;3;0;0;0;0;0;0;0
1214603;13027790;2013;2;8.766666666666667;3;3;0;3;0;0;0;0;0;0;0
1214604;13027790;2013;2;9.233333333333334;3;3;0;3;0;0;0;0;0;0;0
1214605;13027790;2013;2;9.0;3;3;0;3;0;0;0;0;0;0;0
1214606;13027790;2013;2;8.8;3;3;0;3;0;0;0;0;0;0;0
1214607;13027790;2013;2;9.0;3;3;0;3;0;0;0;0;0;0;0
1214608;13027790;2013;2;8.7;2;2;0;2;0;0;0;0;0;0;0
1214609;13027790;2013;2;8.75;2;2;0;2;0;0;0;0;0;0;0
1214610;13027790;2013;2;9.0;3;3;0;3;0;0;0;0;0;0;0
1214611;13027790;2013;2;8.333333333333334;3;3;0;3;0;0;0;0;0;0;0
1214612;13027790;2013;2;9.0;3;3;0;3;0;0;0;0;0;0;0
1214613;13027790;2013;2;8.666666666666666;3;3;0;3;0;0;0;0;0;0;0
1214614;13027790;2013;2;8.5;3;3;0;3;0;0;0;0;0;0;0
1214615;13027790;2013;2;8.333333333333334;3;3;0;3;0;0;0;0;0;0;0
1214616;13027790;2013;2;8.5;3;3;0;3;0;0;0;0;0;0;0
1214617;13027790;2013;2;8.5;3;3;0;3;0;0;0;0;0;0;0
1214618;13027790;2013;2;8.5;3;3;0;3;0;0;0;0;0;0;0
1214619;13027790;2013;2;8.333333333333334;3;3;0;3;0;0;0;0;0;0;0
1214620;13027790;2013;2;8.333333333333334;3;3;0;3;0;0;0;0;0;0;0
1214621;13027790;2013;2;8.0;2;2;0;2;0;0;0;0;0;0;0
1214622;13027790;2013;2;7.75;2;2;0;2;0;0;0;0;0;0;0
1214623;13027790;2013;2;9.5;3;3;0;3;0;0;0;0;0;0;0
1214624;13027790;2013;2;9.0;3;3;0;3;0;0;0;0;0;0;0
1214625;13027790;2013;2;8.633333333333333;3;3;0;3;0;0;0;0;0;0;0
1214626;13027790;2013;2;9.166666666666668;3;3;0;3;0;0;0;0;0;0;0
1214627;13027790;2013;2;8.7;3;3;0;3;0;0;0;0;0;0;0
1214628;13027790;2013;2;9.0;3;3;0;3;0;0;0;0;0;0;0
1214629;13027790;2013;2;8.299999999999999;3;3;0;3;0;0;0;0;0;0;0
1214630;13027790;2013;2;9.2;3;3;0;3;0;0;0;0;0;0;0
1214631;13027790;2013;2;9.3;3;3;0;3;0;0;0;0;0;0;0
1214632;13027790;2013;2;8.799999999999999;3;3;0;3;0;0;0;0;0;0;0
1214633;13027790;2013;2;9.0;3;3;0;3;0;0;0;0;0;0;0
1214634;13027790;2013;2;8.5;2;2;0;2;0;0;0;0;0;0;0
1214635;13027790;2013;2;9.25;2;2;0;2;0;0;0;0;0;0;0
1214636;13027790;2013;2;8.833333333333334;3;3;0;3;0;0;0;0;0;0;0
1214637;13027790;2013;2;9.0;3;3;0;3;0;0;0;0;0;0;0
1214638;13027790;2013;2;8.5;3;3;0;3;0;0;0;0;0;0;0
1214639;13027790;2013;2;9.0;3;3;0;3;0;0;0;0;0;0;0
1214640;13027790;2013;2;8.5;3;3;0;3;0;0;0;0;0;0;0
1214641;13027790;2013;2;8.266666666666666;3;3;0;3;0;0;0;0;0;0;0
1214642;13027790;2013;2;8.799999999999999;3;3;0;3;0;0;0;0;0;0;0
1214643;13027790;2013;2;8.4;3;3;0;3;0;0;0;0;0;0;0
1214644;13027790;2013;2;9.0;3;3;0;3;0;0;0;0;0;0;0
1214645;13027790;2013;2;8.5;3;3;0;3;0;0;0;0;0;0;0
1214646;13027790;2013;2;8.233333333333333;3;3;0;3;0;0;0;0;0;0;0
1214647;13027790;2013;2;9.5;2;2;0;2;0;0;0;0;0;0;0
1214648;13027790;2013;2;8.5;2;2;0;2;0;0;0;0;0;0;0
1214649;13027790;2013;2;9.3;3;3;0;3;0;0;0;0;0;0;0
1214650;13027790;2013;2;9.0;3;3;0;3;0;0;0;0;0;0;0
1214651;13027790;2013;2;9.2;3;3;0;3;0;0;0;0;0;0;0
1214652;13027790;2013;2;9.2;3;3;0;3;0;0;0;0;0;0;0
1214653;13027790;2013;2;9.2;3;3;0;3;0;0;0;0;0;0;0
1214654;13027790;2013;2;9.2;3;3;0;3;0;0;0;0;0;0;0
1214655;13027790;2013;2;9.066666666666666;3;3;0;3;0;0;0;0;0;0;0
1214656;13027790;2013;2;9.4;3;3;0;3;0;0;0;0;0;0;0
1214657;13027790;2013;2;9.3;3;3;0;3;0;0;0;0;0;0;0
1214658;13027790;2013;2;9.3;3;3;0;3;0;0;0;0;0;0;0
1214659;13027790;2013;2;9.233333333333333;3;3;0;3;0;0;0;0;0;0;0
1214660;13027790;2013;2;8.95;2;2;0;2;0;0;0;0;0;0;0
1214661;13027790;2013;2;9.0;2;2;0;2;0;0;0;0;0;0;0
1214662;13027790;2013;2;9.666666666666666;3;3;0;3;0;0;0;0;0;0;0
1214663;13027790;2013;2;8.666666666666666;3;3;0;3;0;0;0;0;0;0;0
1214664;13027790;2013;2;9.0;3;3;0;3;0;0;0;0;0;0;0
1214665;13027790;2013;2;9.3;3;3;0;3;0;0;0;0;0;0;0
1214666;13027790;2013;2;9.0;3;3;0;3;0;0;0;0;0;0;0
