;id_turma;codigo_turma;id_componente;codigo;nome;siape;ch_dedicada_periodo;ano;periodo;descricao_horario;situacao_turma;capacidade_aluno;total_solicitacoes
0;1208017;01;25247;DIM0320;ALGORITMO E PROGRAMACAO DE COMPUTADORES;1495704.0;60;2013;2;35M56;CONSOLIDADA;41.0;25.0
1;1208019;02;25247;DIM0320;ALGORITMO E PROGRAMACAO DE COMPUTADORES;1350250.0;60;2013;2;35T12;CONSOLIDADA;40.0;49.0
2;1208040;01;21781;DIM0440;INTELIGENCIA ARTIFICIAL;2524467.0;60;2013;2;24M34;CONSOLIDADA;40.0;23.0
3;1208051;01;25248;DIM0103;INTRODUCAO A INFORMATICA;3366375.0;60;2013;2;24T56;CONSOLIDADA;35.0;51.0
4;1208531;01;21752;DIM0335;APLIC.DE GRAFOS A EXPLOR.E DISTRIB.DO PETROLEO;1201268.0;60;2013;2;2M1234;CONSOLIDADA;1.0;4.0
5;1210338;01;52653;IMD0013;ELEMENTOS DE MATEMÁTICA PARA COMPUTAÇÃO;1988053.0;90;2013;2;246N12 (29/07/2013 - 14/12/2013);CONSOLIDADA;60.0;22.0
6;1210341;02;52653;IMD0013;ELEMENTOS DE MATEMÁTICA PARA COMPUTAÇÃO;1988053.0;90;2013;2;246N34 (29/07/2013 - 14/12/2013);CONSOLIDADA;60.0;35.0
7;1210347;01;52656;IMD0014;INTRODUÇÃO AO CÁLCULO;2042579.0;60;2013;2;35N12 (29/07/2013 - 14/12/2013);CONSOLIDADA;60.0;21.0
8;1210358;01;52652;IMD0012.1;PRÁTICAS DE TÉCNICAS DE PROGRAMAÇÃO;1974582.0;30;2013;2;4N12 (29/07/2013 - 14/12/2013);CONSOLIDADA;30.0;41.0
9;1210362;01;52651;IMD0012.0;INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO;2451906.0;60;2013;2;35N12 (29/07/2013 - 14/12/2013);CONSOLIDADA;60.0;40.0
10;1210364;02;52652;IMD0012.1;PRÁTICAS DE TÉCNICAS DE PROGRAMAÇÃO;1974582.0;30;2013;2;2N12 (29/07/2013 - 14/12/2013);CONSOLIDADA;30.0;16.0
11;1210755;01;52784;IMD0026;PRÁTICAS DE LEITURA E ESCRITA EM PORTUGUÊS II;1973084.0;45;2013;2;2N34 7N2 (29/07/2013 - 14/12/2013);CONSOLIDADA;60.0;12.0
12;1210758;02;52784;IMD0026;PRÁTICAS DE LEITURA E ESCRITA EM PORTUGUÊS II;2916579.0;45;2013;2;2N12 7N1 (29/07/2013 - 14/12/2013);CONSOLIDADA;60.0;48.0
13;1210762;03;52784;IMD0026;PRÁTICAS DE LEITURA E ESCRITA EM PORTUGUÊS II;1971421.0;45;2013;2;2M34 7M2 (29/07/2013 - 14/12/2013);CONSOLIDADA;60.0;38.0
14;1210775;04;52784;IMD0026;PRÁTICAS DE LEITURA E ESCRITA EM PORTUGUÊS II;1971421.0;45;2013;2;2M12 7M1 (29/07/2013 - 14/12/2013);CONSOLIDADA;60.0;45.0
15;1210780;01;52537;IMD0011.0;CIRCUITOS LÓGICOS;2885532.0;60;2013;2;35N34 (29/07/2013 - 14/12/2013);CONSOLIDADA;60.0;41.0
16;1210785;02;52537;IMD0011.0;CIRCUITOS LÓGICOS;2885532.0;60;2013;2;35N12 (29/07/2013 - 14/12/2013);CONSOLIDADA;60.0;40.0
17;1210788;01A;52538;IMD0011.1;LABORATÓRIO DE CIRCUITOS LÓGICOS;1966965.0;30;2013;2;4N12 (29/07/2013 - 14/12/2013);CONSOLIDADA;30.0;35.0
18;1210795;02A;52538;IMD0011.1;LABORATÓRIO DE CIRCUITOS LÓGICOS;1966965.0;30;2013;2;4N34 (29/07/2013 - 14/12/2013);CONSOLIDADA;30.0;18.0
19;1210799;03A;52538;IMD0011.1;LABORATÓRIO DE CIRCUITOS LÓGICOS;2809342.0;30;2013;2;6N12 (29/07/2013 - 14/12/2013);CONSOLIDADA;30.0;39.0
20;1210802;04A;52538;IMD0011.1;LABORATÓRIO DE CIRCUITOS LÓGICOS;2809342.0;30;2013;2;6N34 (29/07/2013 - 14/12/2013);CONSOLIDADA;30.0;7.0
21;1210896;03;52537;IMD0011.0;CIRCUITOS LÓGICOS;6350797.0;60;2013;2;35M34 (29/07/2013 - 14/12/2013);CONSOLIDADA;63.0;111.0
22;1210904;05A;52538;IMD0011.1;LABORATÓRIO DE CIRCUITOS LÓGICOS;1966965.0;30;2013;2;4M34 (29/07/2013 - 14/12/2013);CONSOLIDADA;30.0;29.0
23;1210906;06A;52538;IMD0011.1;LABORATÓRIO DE CIRCUITOS LÓGICOS;2809342.0;30;2013;2;6M34 (29/07/2013 - 14/12/2013);CONSOLIDADA;30.0;65.0
24;1211539;01;52662;IMD0024;CÁLCULO DIFERENCIAL E INTEGRAL I;1967212.0;90;2013;2;246N34 (29/07/2013 - 14/12/2013);CONSOLIDADA;60.0;19.0
25;1211540;02;52662;IMD0024;CÁLCULO DIFERENCIAL E INTEGRAL I;1967212.0;90;2013;2;246M34 (29/07/2013 - 14/12/2013);CONSOLIDADA;61.0;40.0
26;1211541;01;52659;IMD0023;FUNDAMENTOS MATEMÁTICOS DA COMPUTAÇÃO;2645969.0;90;2013;2;7M56  35N34 (29/07/2013 - 14/12/2013);CONSOLIDADA;60.0;21.0
27;1211543;02;52659;IMD0023;FUNDAMENTOS MATEMÁTICOS DA COMPUTAÇÃO;1345816.0;90;2013;2;246M56 (29/07/2013 - 14/12/2013);CONSOLIDADA;90.0;55.0
28;1211544;01;52658;IMD0021;ORGANIZAÇÃO E ARQUITETURA DE COMPUTADORES;1989811.0;60;2013;2;35M34 (29/07/2013 - 14/12/2013);CONSOLIDADA;60.0;36.0
29;1211545;02;52658;IMD0021;ORGANIZAÇÃO E ARQUITETURA DE COMPUTADORES;1882699.0;60;2013;2;35M34 (29/07/2013 - 14/12/2013);CONSOLIDADA;60.0;13.0
30;1211547;02;52656;IMD0014;INTRODUÇÃO AO CÁLCULO;2042579.0;60;2013;2;35M12 (29/07/2013 - 14/12/2013);CONSOLIDADA;60.0;45.0
31;1211549;01;23499;DIM0040;CALCULO NUMERICO;347031.0;90;2013;2;246M56;CONSOLIDADA;30.0;4.0
32;1211550;02;23499;DIM0040;CALCULO NUMERICO;1171465.0;90;2013;2;246N34;CONSOLIDADA;50.0;8.0
33;1211551;02;52651;IMD0012.0;INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO;2451906.0;60;2013;2;35M56 (29/07/2013 - 14/12/2013);CONSOLIDADA;60.0;71.0
34;1211552;03;23499;DIM0040;CALCULO NUMERICO;1929823.0;90;2013;2;246M56;CONSOLIDADA;30.0;34.0
35;1211553;01;26921;DIM0096;TOPICOS ESPECIAIS EM COMPUTACAO VII;2042860.0;60;2013;2;35T12;CONSOLIDADA;30.0;9.0
36;1211554;03;52652;IMD0012.1;PRÁTICAS DE TÉCNICAS DE PROGRAMAÇÃO;1974582.0;30;2013;2;2M56 (29/07/2013 - 14/12/2013);CONSOLIDADA;30.0;33.0
37;1211555;01;26924;DIM0099;TOPICOS ESPECIAIS EM COMPUTACAO X;1694485.0;60;2013;2;35T34;CONSOLIDADA;40.0;7.0
38;1211556;04;52652;IMD0012.1;PRÁTICAS DE TÉCNICAS DE PROGRAMAÇÃO;1974582.0;30;2013;2;4M56 (29/07/2013 - 14/12/2013);CONSOLIDADA;30.0;21.0
39;1211559;01;21747;DIM0104;SOFTWARES APLICATIVOS;3366375.0;60;2013;2;24T12;CONSOLIDADA;50.0;40.0
40;1211560;03;25247;DIM0320;ALGORITMO E PROGRAMACAO DE COMPUTADORES;346494.0;60;2013;2;35T56;EXCLUÍDA;30.0;
41;1211561;03;52653;IMD0013;ELEMENTOS DE MATEMÁTICA PARA COMPUTAÇÃO;1970923.0;90;2013;2;246M56 (29/07/2013 - 14/12/2013);CONSOLIDADA;60.0;41.0
42;1211562;04;52653;IMD0013;ELEMENTOS DE MATEMÁTICA PARA COMPUTAÇÃO;1970923.0;90;2013;2;246M12 (29/07/2013 - 14/12/2013);CONSOLIDADA;60.0;34.0
43;1211563;04;25247;DIM0320;ALGORITMO E PROGRAMACAO DE COMPUTADORES;2497950.0;45;2013;2;35M56;CONSOLIDADA;30.0;36.0
44;1211563;04;25247;DIM0320;ALGORITMO E PROGRAMACAO DE COMPUTADORES;2177445.0;15;2013;2;35M56;CONSOLIDADA;30.0;36.0
45;1211570;01;52778;IMD0022;ESTRUTURA DE DADOS BÁSICAS I;4351681.0;90;2013;2;35M12 46M2 (29/07/2013 - 14/12/2013);CONSOLIDADA;60.0;66.0
46;1211573;05;25247;DIM0320;ALGORITMO E PROGRAMACAO DE COMPUTADORES;346494.0;60;2013;2;35T56;CONSOLIDADA;40.0;52.0
47;1211575;06;25247;DIM0320;ALGORITMO E PROGRAMACAO DE COMPUTADORES;346494.0;60;2013;2;6M3456;CONSOLIDADA;40.0;13.0
48;1211578;02;52778;IMD0022;ESTRUTURA DE DADOS BÁSICAS I;1363515.0;90;2013;2;46M124 (29/07/2013 - 14/12/2013);CONSOLIDADA;60.0;18.0
49;1211581;01;21753;DIM0321;LINGUAGENS DE PROGRAMAÇÃO;1754430.0;60;2013;2;35M56;CONSOLIDADA;40.0;43.0
50;1211583;01;52785;IMD0025;LABORATÓRIO DE PROGRAMAÇÃO I;1978747.0;30;2013;2;3M56 (29/07/2013 - 14/12/2013);CONSOLIDADA;30.0;37.0
51;1211586;02;52785;IMD0025;LABORATÓRIO DE PROGRAMAÇÃO I;1978747.0;30;2013;2;5M56 (29/07/2013 - 14/12/2013);CONSOLIDADA;30.0;36.0
52;1211590;02;21753;DIM0321;LINGUAGENS DE PROGRAMAÇÃO;2054265.0;60;2013;2;35M12;CONSOLIDADA;40.0;11.0
53;1211595;03;21753;DIM0321;LINGUAGENS DE PROGRAMAÇÃO;3366375.0;60;2013;2;24N34;CONSOLIDADA;40.0;22.0
54;1211607;04;21753;DIM0321;LINGUAGENS DE PROGRAMAÇÃO;1525670.0;60;2013;2;46T34;CONSOLIDADA;30.0;24.0
55;1211612;05;21753;DIM0321;LINGUAGENS DE PROGRAMAÇÃO;1929823.0;60;2013;2;36T56;CONSOLIDADA;30.0;10.0
56;1211615;06;21753;DIM0321;LINGUAGENS DE PROGRAMAÇÃO;2054265.0;60;2013;2;24M12;CONSOLIDADA;40.0;15.0
57;1211624;01;21083;DIM0346;GERENCIAMENTO E SEGURANCA EM REDES DE COMPUTADORES;1525670.0;60;2013;2;24T12;CONSOLIDADA;34.0;38.0
58;1211630;01;23558;DIM0404;CALCULO NUMERICO PARA CIENCIA DA COMPUTACAO;347031.0;60;2013;2;35T34;CONSOLIDADA;40.0;23.0
59;1211636;01;25258;DIM0405;PROPOSTA DE MONOGRAFIA DE GRADUACAO;1495704.0;30;2013;2;6M56;CONSOLIDADA;50.0;11.0
60;1211639;01;21785;DIM0406;ALGORITMOS AVANÇADOS;1201268.0;60;2013;2;35M12;CONSOLIDADA;40.0;42.0
61;1211641;01;21700;DIM0416;APRENDIZADO DE MAQUINA;1350250.0;30;2013;2;35M56;CONSOLIDADA;40.0;12.0
62;1211641;01;21700;DIM0416;APRENDIZADO DE MAQUINA;4351681.0;30;2013;2;35M56;CONSOLIDADA;40.0;12.0
63;1211644;01;21775;DIM0430;LOGICA APLICADA A COMPUTACAO;1345816.0;30;2013;2;24M34;CONSOLIDADA;40.0;24.0
64;1211644;01;21775;DIM0430;LOGICA APLICADA A COMPUTACAO;1517271.0;30;2013;2;24M34;CONSOLIDADA;40.0;24.0
65;1211647;01;21789;DIM0432;SISTEMAS OPERACIONAIS;6350797.0;60;2013;2;35M56;CONSOLIDADA;40.0;18.0
66;1211649;01;21782;DIM0434;BANCO DE DADOS;2195240.0;60;2013;2;35M34;CONSOLIDADA;40.0;25.0
67;1211651;01;21787;DIM0436;ESPECIFICACAO E VERIFICACAO DE PROGRAMAS;1258224.0;60;2013;2;24M34;CONSOLIDADA;40.0;9.0
68;1211655;01;21759;DIM0439;TEORIA DA COMPUTACAO;2212166.0;60;2013;2;35T12;CONSOLIDADA;40.0;50.0
69;1211656;01;21794;DIM0441;SISTEMAS DISTRIBUIDOS;1699087.0;60;2013;2;24M56;CONSOLIDADA;40.0;24.0
70;1211658;01;21795;DIM0442;COMPILADORES;1495704.0;30;2013;2;35M34;CONSOLIDADA;40.0;32.0
71;1211658;01;21795;DIM0442;COMPILADORES;1221251.0;30;2013;2;35M34;CONSOLIDADA;40.0;32.0
72;1211660;01;2040707;DIM0448;QUALIDADE DE SOFTWARE;1149561.0;60;2013;2;35M34;CONSOLIDADA;35.0;32.0
73;1211662;01;2040702;DIM0492;TÓPICOS ESPECIAIS EM COMPUTAÇÃO XIII;2497950.0;45;2013;2;35M34;CONSOLIDADA;40.0;4.0
74;1211662;01;2040702;DIM0492;TÓPICOS ESPECIAIS EM COMPUTAÇÃO XIII;2177445.0;15;2013;2;35M34;CONSOLIDADA;40.0;4.0
75;1211663;01;2054905;DIM0505;LÓGICA APLICADA A ENGENHARIA DE SOFTWARE;1639701.0;60;2013;2;24T34;CONSOLIDADA;40.0;6.0
76;1211669;01;2054911;DIM0507;TESTE DE SOFTWARE I;1258224.0;60;2013;2;24T56;CONSOLIDADA;35.0;39.0
77;1211672;01;2054912;DIM0508;PROJETO DE INTERFACES DE USUÁRIO;1356585.0;60;2013;2;35T12;CONSOLIDADA;35.0;50.0
78;1211676;01;2054917;DIM0514;ARQUITETURA DE SOFTWARE;1671962.0;60;2013;2;24T34;CONSOLIDADA;30.0;16.0
79;1211677;01;2054918;DIM0515;MANUTENÇÃO DE SOFTWARE;1961108.0;60;2013;2;35T12;CONSOLIDADA;30.0;14.0
80;1211679;01;2054927;DIM0524;DESENVOLVIMENTO DE SISTEMAS PARA DISPOSITIVOS MÓVEIS;1802737.0;60;2013;2;24T12;CONSOLIDADA;40.0;13.0
81;1211682;01;2054931;DIM0532;TÓPICOS ESPECIAIS EM ENGENHARIA DE SOFTWARE II;1356585.0;60;2013;2;35T34;CONSOLIDADA;40.0;8.0
82;1211686;01;2054932;DIM0533;TÓPICOS ESPECIAIS EM ENGENHARIA DE SOFTWARE III;1961108.0;60;2013;2;24T56;CONSOLIDADA;40.0;25.0
83;1211690;01;2054910;DIM0506;PROJETO DETALHADO DE SOFTWARE;1644456.0;15;2013;2;35T34;CONSOLIDADA;35.0;18.0
84;1211690;01;2054910;DIM0506;PROJETO DETALHADO DE SOFTWARE;1961108.0;45;2013;2;35T34;CONSOLIDADA;35.0;18.0
85;1212203;01;42164;DIM0542.0;PROGRAMAÇÃO CONCORRENTE;350518.0;60;2013;2;46T12;CONSOLIDADA;40.0;40.0
86;1212204;01;42165;DIM0542.1;PRATICA DE PROGRAMAÇÃO CONCORRENTE;350518.0;30;2013;2;6T34;CONSOLIDADA;20.0;31.0
87;1212998;07;25247;DIM0320;ALGORITMO E PROGRAMACAO DE COMPUTADORES;2054265.0;60;2013;2;35M34;CONSOLIDADA;32.0;33.0
88;1214480;01;2022901;DIM0111.0;ALGORITMOS E ESTRUTURAS DE DADOS II;1929823.0;60;2013;2;24M34;CONSOLIDADA;20.0;28.0
89;1214481;01;2022902;DIM0111.1;PRÁTICA DE ALGORITMOS E ESTRUTURAS DE DADOS II;1929823.0;30;2013;2;3T34;CONSOLIDADA;20.0;28.0
90;1214482;01;2054923;DIM0520;MODELAGEM DE PROCESSOS DE NEGÓCIO;1754430.0;60;2013;2;35T34;CONSOLIDADA;30.0;8.0
91;1215514;03;52785;IMD0025;LABORATÓRIO DE PROGRAMAÇÃO I;1363515.0;30;2013;2;6M34 (29/07/2013 - 14/12/2013);CONSOLIDADA;30.0;11.0
92;1215788;02;42165;DIM0542.1;PRATICA DE PROGRAMAÇÃO CONCORRENTE;350518.0;30;2013;2;6T56;CONSOLIDADA;20.0;9.0
93;57662703;01;55026;IMD0039;ESTRUTURAS DE DADOS BÁSICAS II;2170415.0;60;2020;5;7M34  23456N12 (15/06/2020 - 29/07/2020);CONSOLIDADA;50.0;16.0
94;57662706;01;69696;IMD0718;FORENSE COMPUTACIONAL;1231792.0;60;2020;5;23456T56  6N12 (15/06/2020 - 29/07/2020);CONSOLIDADA;28.0;37.0
95;57662708;01;55024;IMD0030;LINGUAGEM DE PROGRAMAÇÃO I;3139010.0;60;2020;5;234567M34 (15/06/2020 - 29/07/2020);CONSOLIDADA;65.0;124.0
96;57662708;01;55024;IMD0030;LINGUAGEM DE PROGRAMAÇÃO I;3104412.0;60;2020;5;234567M34 (15/06/2020 - 29/07/2020);CONSOLIDADA;65.0;124.0
97;57662709;01;66441;IMD1001;MATEMÁTICA ELEMENTAR;4857233.0;60;2020;5;234567T34 (15/06/2020 - 29/07/2020);CONSOLIDADA;78.0;207.0
98;57662709;01;66441;IMD1001;MATEMÁTICA ELEMENTAR;2989758.0;60;2020;5;234567T34 (15/06/2020 - 29/07/2020);CONSOLIDADA;78.0;207.0
99;57662711;01;66440;IMD1004;PENSAMENTO COMPUTACIONAL;1363515.0;60;2020;5;7M34  23456N12 (15/06/2020 - 29/07/2020);CONSOLIDADA;30.0;142.0
100;57662711;01;66440;IMD1004;PENSAMENTO COMPUTACIONAL;2244846.0;60;2020;5;7M34  23456N12 (15/06/2020 - 29/07/2020);CONSOLIDADA;30.0;142.0
101;57662714;01;52664;IMD0033;PROBABILIDADE;1362181.0;60;2020;5;7T12  23456N34 (15/06/2020 - 29/07/2020);CONSOLIDADA;80.0;123.0
102;57662714;01;52664;IMD0033;PROBABILIDADE;3063244.0;60;2020;5;7T12  23456N34 (15/06/2020 - 29/07/2020);CONSOLIDADA;80.0;123.0
103;57663037;01;52662;IMD0024;CÁLCULO DIFERENCIAL E INTEGRAL I;3508272.0;90;2020;5;2345M56  23456N12 (15/06/2020 - 29/07/2020);CONSOLIDADA;67.0;95.0
104;57663042;01;55022;IMD0028;FUNDAMENTOS MATEMÁTICOS DA COMPUTAÇÃO I;3508272.0;90;2020;5;7M1256  7T1256  23456N34 (15/06/2020 - 29/07/2020);CONSOLIDADA;69.0;186.0
105;57663117;01;55020;IMD0018;PRÁTICAS DE LEITURA EM INGLÊS;2507723.0;30;2020;5;245M12 (15/06/2020 - 29/07/2020);CONSOLIDADA;100.0;125.0
106;57663161;01;55082;IMD0020;TECNOLOGIA DA INFORMAÇÃO E SOCIEDADE;2164809.0;30;2020;5;6M123456 (15/06/2020 - 29/07/2020);CONSOLIDADA;40.0;161.0
107;57663586;01;57807;IMD0101;TÓPICOS ESPECIAIS EM TECNOLOGIA DA INFORMAÇÃO II;2278403.0;60;2020;5;234567T34 (15/06/2020 - 29/07/2020);CONSOLIDADA;22.0;38.0
108;57663642;01;21747;DIM0104;SOFTWARES APLICATIVOS;1290598.0;60;2020;5;234567T56;CONSOLIDADA;30.0;7.0
109;57663642;01;21747;DIM0104;SOFTWARES APLICATIVOS;3967165.0;60;2020;5;234567T56;CONSOLIDADA;30.0;7.0
110;57663650;01;21759;DIM0439;TEORIA DA COMPUTACAO;1221251.0;60;2020;5;2345M234;CONSOLIDADA;35.0;46.0
111;57663653;01;21705;DIM0411;PROCESSAMENTO DE IMAGENS;1172485.0;60;2020;5;234567M56;CONSOLIDADA;20.0;33.0
112;57663658;01;66373;DIM0124;PROGRAMAÇÃO CONCORRENTE;2316877.0;60;2020;5;234567T23 (15/06/2020 - 29/07/2020);CONSOLIDADA;26.0;53.0
113;57663659;01;26904;DIM0024;SEMINARIO DE COMPUTACAO;6350797.0;30;2020;5;6T123456;CONSOLIDADA;120.0;177.0
114;57663662;01;2054928;DIM0529;DESENVOLVIMENTO EM TIMES;1149561.0;60;2020;5;35M123456;CONSOLIDADA;20.0;83.0
115;57663684;01;52866;DIM0549;GRAFOS;1201268.0;60;2020;5;2345M123 (15/06/2020 - 29/07/2020);EXCLUÍDA;32.0;0.0
116;57663689;01;2054904;DIM0501;BOAS PRÁTICAS DE PROGRAMAÇÃO;2510306.0;30;2020;5;35N123;CONSOLIDADA;18.0;65.0
117;57663737;02;52866;DIM0549;GRAFOS;1201268.0;60;2020;5;24M123456 (15/06/2020 - 29/07/2020);CONSOLIDADA;32.0;80.0
118;1228362;01;55031;IMD0019;RESOLUÇÃO DE PROBLEMAS MATEMÁTICOS PARA TI;2068857.0;150;2014;2;236M1234 (21/07/2014 - 06/12/2014);CONSOLIDADA;60.0;18.0
119;1228362;01;55031;IMD0019;RESOLUÇÃO DE PROBLEMAS MATEMÁTICOS PARA TI;2451906.0;30;2014;2;236M1234 (21/07/2014 - 06/12/2014);CONSOLIDADA;60.0;18.0
120;1228363;02;55031;IMD0019;RESOLUÇÃO DE PROBLEMAS MATEMÁTICOS PARA TI;2978747.0;30;2014;2;236N1234 (21/07/2014 - 06/12/2014);CONSOLIDADA;60.0;19.0
121;1228363;02;55031;IMD0019;RESOLUÇÃO DE PROBLEMAS MATEMÁTICOS PARA TI;1049192.0;150;2014;2;236N1234 (21/07/2014 - 06/12/2014);CONSOLIDADA;60.0;19.0
122;1228364;01;52665;IMD0034;VETORES E GEOMETRIA ANALÍTICA;2066673.0;60;2014;2;35M12 (21/07/2014 - 06/12/2014);CONSOLIDADA;60.0;67.0
123;1228365;02;52665;IMD0034;VETORES E GEOMETRIA ANALÍTICA;2066673.0;60;2014;2;35M34 (21/07/2014 - 06/12/2014);CONSOLIDADA;60.0;38.0
124;1228366;03;52665;IMD0034;VETORES E GEOMETRIA ANALÍTICA;1693180.0;60;2014;2;35N12 (21/07/2014 - 06/12/2014);CONSOLIDADA;60.0;57.0
125;1228367;04;52665;IMD0034;VETORES E GEOMETRIA ANALÍTICA;1693180.0;60;2014;2;35N34 (21/07/2014 - 06/12/2014);CONSOLIDADA;60.0;8.0
126;1228369;01;52662;IMD0024;CÁLCULO DIFERENCIAL E INTEGRAL I;2989758.0;90;2014;2;246M34 (21/07/2014 - 06/12/2014);CONSOLIDADA;60.0;75.0
127;1228372;02;52662;IMD0024;CÁLCULO DIFERENCIAL E INTEGRAL I;2042579.0;90;2014;2;246T23 35T234 (06/10/2014 - 05/12/2014);CONSOLIDADA;60.0;16.0
128;1228375;01;52656;IMD0014;INTRODUÇÃO AO CÁLCULO;3569443.0;30;2014;2;24N34 (21/07/2014 - 06/12/2014);EXCLUÍDA;60.0;
129;1228375;01;52656;IMD0014;INTRODUÇÃO AO CÁLCULO;2042579.0;30;2014;2;24N34 (21/07/2014 - 06/12/2014);EXCLUÍDA;60.0;
130;1228382;03;52662;IMD0024;CÁLCULO DIFERENCIAL E INTEGRAL I;1693180.0;90;2014;2;246N12 (21/07/2014 - 06/12/2014);CONSOLIDADA;60.0;16.0
131;1228386;01;52664;IMD0033;PROBABILIDADE;1350250.0;60;2014;2;24M12 (21/07/2014 - 06/12/2014);CONSOLIDADA;60.0;17.0
132;1228387;01;55020;IMD0018;PRÁTICAS DE LEITURA EM INGLÊS;2066697.0;30;2014;2;5M56 (21/07/2014 - 06/12/2014);CONSOLIDADA;60.0;17.0
133;1228392;01;56269;IMD0044;PRÁTICAS DE LEITURA E ESCRITA EM INGLÊS;2066697.0;60;2014;2;35T34 (21/07/2014 - 06/12/2014);CONSOLIDADA;30.0;10.0
134;1228394;02;56269;IMD0044;PRÁTICAS DE LEITURA E ESCRITA EM INGLÊS;1066675.0;60;2014;2;35T56 (21/07/2014 - 06/12/2014);CONSOLIDADA;30.0;11.0
135;1228397;02;55020;IMD0018;PRÁTICAS DE LEITURA EM INGLÊS;1066675.0;30;2014;2;5N12 (21/07/2014 - 06/12/2014);CONSOLIDADA;60.0;24.0
136;1228399;01;55082;IMD0020;TECNOLOGIA DA INFORMAÇÃO E SOCIEDADE;2164809.0;19;2014;2;5N34 (21/07/2014 - 06/12/2014);CONSOLIDADA;60.0;16.0
137;1228399;01;55082;IMD0020;TECNOLOGIA DA INFORMAÇÃO E SOCIEDADE;2451906.0;11;2014;2;5N34 (21/07/2014 - 06/12/2014);CONSOLIDADA;60.0;16.0
138;1228401;01;52694;IMD0506;SISTEMAS COLABORATIVOS DE APOIO À APRENDIZAGEM;2451906.0;60;2014;2;24T12 (21/07/2014 - 06/12/2014);CONSOLIDADA;40.0;10.0
139;1228402;01;55055;IMD0517;FUNDAMENTOS PEDAGÓGICOS PARA A INFORMÁTICA EDUCACIONAL I;2164809.0;27;2014;2;24T34 (21/07/2014 - 06/12/2014);CONSOLIDADA;40.0;9.0
140;1228402;01;55055;IMD0517;FUNDAMENTOS PEDAGÓGICOS PARA A INFORMÁTICA EDUCACIONAL I;2451906.0;33;2014;2;24T34 (21/07/2014 - 06/12/2014);CONSOLIDADA;40.0;9.0
141;1228403;01;55021;IMD0027;PRÁTICAS DE LEITURA E ESCRITA EM PORTUGUÊS II;2916579.0;30;2014;2;5M34 (21/07/2014 - 06/12/2014);CONSOLIDADA;60.0;57.0
142;1228404;02;55021;IMD0027;PRÁTICAS DE LEITURA E ESCRITA EM PORTUGUÊS II;2916579.0;30;2014;2;5M56 (21/07/2014 - 06/12/2014);CONSOLIDADA;60.0;61.0
143;1228405;03;55021;IMD0027;PRÁTICAS DE LEITURA E ESCRITA EM PORTUGUÊS II;2916579.0;30;2014;2;5N12 (21/07/2014 - 06/12/2014);CONSOLIDADA;60.0;32.0
144;1228406;04;55021;IMD0027;PRÁTICAS DE LEITURA E ESCRITA EM PORTUGUÊS II;2916579.0;30;2014;2;5N34 (21/07/2014 - 06/12/2014);CONSOLIDADA;60.0;46.0
145;1228408;01;55022;IMD0028;FUNDAMENTOS MATEMÁTICOS DA COMPUTAÇÃO I;2645969.0;90;2014;2;246M34 (21/07/2014 - 06/12/2014);CONSOLIDADA;60.0;68.0
146;1228409;02;55022;IMD0028;FUNDAMENTOS MATEMÁTICOS DA COMPUTAÇÃO I;1495851.0;90;2014;2;246M56 (21/07/2014 - 06/12/2014);CONSOLIDADA;60.0;81.0
147;1228410;03;55022;IMD0028;FUNDAMENTOS MATEMÁTICOS DA COMPUTAÇÃO I;1988053.0;90;2014;2;246N12 (21/07/2014 - 06/12/2014);CONSOLIDADA;60.0;85.0
148;1228411;01;55025;IMD0038;FUNDAMENTOS MATEMÁTICOS DA COMPUTAÇÃO II;1345816.0;90;2014;2;246M34 (21/07/2014 - 06/12/2014);CONSOLIDADA;60.0;33.0
149;1228412;02;55025;IMD0038;FUNDAMENTOS MATEMÁTICOS DA COMPUTAÇÃO II;1495851.0;90;2014;2;246N12 (21/07/2014 - 06/12/2014);CONSOLIDADA;60.0;42.0
150;1228413;01;52651;IMD0012.0;INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO;1363515.0;60;2014;2;24M12 (21/07/2014 - 06/12/2014);CONSOLIDADA;60.0;73.0
151;1228414;02;52651;IMD0012.0;INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO;2220777.0;60;2014;2;24M12 (21/07/2014 - 06/12/2014);CONSOLIDADA;60.0;42.0
152;1228415;01;52652;IMD0012.1;PRÁTICAS DE TÉCNICAS DE PROGRAMAÇÃO;1363515.0;30;2014;2;3M12 (21/07/2014 - 06/12/2014);CONSOLIDADA;30.0;33.0
153;1228416;02;52652;IMD0012.1;PRÁTICAS DE TÉCNICAS DE PROGRAMAÇÃO;2524467.0;30;2014;2;3M12 (21/07/2014 - 06/12/2014);CONSOLIDADA;30.0;20.0
154;1228417;03;52652;IMD0012.1;PRÁTICAS DE TÉCNICAS DE PROGRAMAÇÃO;2524467.0;30;2014;2;3M34 (21/07/2014 - 06/12/2014);CONSOLIDADA;30.0;27.0
155;1228418;04;52652;IMD0012.1;PRÁTICAS DE TÉCNICAS DE PROGRAMAÇÃO;1363515.0;30;2014;2;3M34 (21/07/2014 - 06/12/2014);CONSOLIDADA;30.0;29.0
