RegionName,CountryName,Year,SuicideCount,Population,GDP,InflationRate,EmploymentPopulationRatio
Europe,Czechia,2010,1502.0,10474410.0,209070000000.0,1.472727273,54.186
Europe,Czechia,2011,1590.0,10496088.0,229563000000.0,1.917219136,54.351
Europe,Czechia,2012,1658.0,10510785.0,208858000000.0,3.287623066,54.547
Europe,Czechia,2013,1577.0,10514272.0,211686000000.0,1.438297872,55.16
Europe,Czechia,2014,1489.0,10525347.0,209359000000.0,0.34398859,55.686
Europe,Czechia,2015,1387.0,10546059.0,188033000000.0,0.309364548,56.419
Europe,Czechia,2016,1318.0,10566332.0,196272000000.0,0.683504209,57.553
Europe,Czechia,2017,1397.0,10594438.0,218629000000.0,2.450533985,58.48
Europe,Czechia,2018,1352.0,10629928.0,249001000000.0,2.149494949,59.197
Europe,Czechia,2019,1191.0,10671870.0,252548000000.0,2.847875959,59.16
Europe,Czechia,2020,1224.0,10697858.0,245975000000.0,3.161295285,58.265
Europe,Czechia,2021,1221.0,10505772.0,281791000000.0,3.839844915,58.155
Europe,Denmark,1991,1156.0,5154298.0,139225000000.0,2.395153317,61.657
Europe,Denmark,1992,1138.0,5171370.0,152916000000.0,2.096044429,61.96
Europe,Denmark,1993,1159.0,5188628.0,143196000000.0,1.25785668,60.148
Europe,Denmark,1994,999.0,5206180.0,156162000000.0,1.992014638,59.204
Europe,Denmark,1995,924.0,5233373.0,185007000000.0,2.083608424,60.094
Europe,Denmark,1996,892.0,5263074.0,187632000000.0,2.126298023,60.74
Europe,Denmark,1997,817.0,5284991.0,173538000000.0,2.182166779,61.906
Europe,Denmark,1998,763.0,5304219.0,176992000000.0,1.84565122,61.895
Europe,Denmark,1999,762.0,5321799.0,177965000000.0,2.497795444,62.418
Europe,Denmark,2000,728.0,5339616.0,164159000000.0,2.903282032,62.604
Europe,Denmark,2001,727.0,5358783.0,164791000000.0,2.337870003,62.44
Europe,Denmark,2002,688.0,5375931.0,178635000000.0,2.424436612,62.837
Europe,Denmark,2003,633.0,5390574.0,218096000000.0,2.075078206,61.944
Europe,Denmark,2004,661.0,5404523.0,251373000000.0,1.154356931,62.502
Europe,Denmark,2005,631.0,5419432.0,264467000000.0,1.817814583,62.479
Europe,Denmark,2006,650.0,5437272.0,282885000000.0,1.924221385,63.359
Europe,Denmark,2007,581.0,5461438.0,319423000000.0,1.693265862,63.213
Europe,Denmark,2008,603.0,5493621.0,353361000000.0,3.416267943,62.685
Europe,Denmark,2009,622.0,5523095.0,321241000000.0,1.30470991,60.263
Europe,Denmark,2010,563.0,5547683.0,321995000000.0,2.31092437,58.579
Europe,Denmark,2011,589.0,5570572.0,344003000000.0,2.758682261,58.151
Europe,Denmark,2012,661.0,5591572.0,327149000000.0,2.397914857,57.45
Europe,Denmark,2013,610.0,5614932.0,343584000000.0,0.78907178,56.887
Europe,Denmark,2014,629.0,5643475.0,352994000000.0,0.56402054,57.015
Europe,Denmark,2015,564.0,5683483.0,302673000000.0,0.452034154,57.469
Europe,Denmark,2016,577.0,5728010.0,313116000000.0,0.25,57.957
Europe,Denmark,2017,583.0,5764980.0,332121000000.0,1.14713217,58.122
Europe,Denmark,2018,584.0,5793636.0,356841000000.0,0.813609467,58.649
Europe,Denmark,2019,604.0,5814422.0,346499000000.0,0.758131573,59.239
Europe,Denmark,2020,579.0,5831404.0,354763000000.0,0.420711974,58.522
Europe,Denmark,2021,528.0,5856733.0,405688000000.0,1.85304544,59.388
North America and the Caribbean,Dominican Republic,1991,124.0,7278402.0,9824483340.0,47.07915741,52.79
North America and the Caribbean,Dominican Republic,1992,137.0,7427340.0,11605382504.0,4.259026389,53.265
North America and the Caribbean,Dominican Republic,1994,104.0,7723934.0,14644734599.0,8.260767986,53.744
North America and the Caribbean,Dominican Republic,1995,137.0,7869753.0,16637370839.0,12.53595946,53.805
North America and the Caribbean,Dominican Republic,1996,122.0,8012314.0,18241622548.0,5.39929385,53.944
North America and the Caribbean,Dominican Republic,1997,156.0,8150076.0,20017450041.0,8.296567548,54.321
North America and the Caribbean,Dominican Republic,1998,154.0,8282126.0,21672215547.0,4.831665586,54.532
North America and the Caribbean,Dominican Republic,1999,178.0,8411374.0,22136579397.0,6.470541868,54.698
North America and the Caribbean,Dominican Republic,2000,153.0,8540791.0,24305780629.0,7.724135662,54.748
North America and the Caribbean,Dominican Republic,2001,157.0,8669040.0,25601823688.0,8.883068488,53.121
North America and the Caribbean,Dominican Republic,2002,143.0,8795101.0,27137440786.0,5.223367698,53.667
North America and the Caribbean,Dominican Republic,2003,163.0,8919852.0,21403167848.0,27.44971274,52.7
North America and the Caribbean,Dominican Republic,2004,150.0,9043127.0,22322387382.0,51.46085983,53.268
North America and the Caribbean,Dominican Republic,2005,225.0,9164768.0,35777560684.0,4.190202605,52.889
North America and the Caribbean,Dominican Republic,2006,159.0,9284168.0,37879830084.0,7.572805239,54.063
North America and the Caribbean,Dominican Republic,2007,174.0,9402206.0,43965458509.0,6.143566552,54.258
North America and the Caribbean,Dominican Republic,2008,189.0,9522948.0,48122601530.0,10.6446211,54.849
North America and the Caribbean,Dominican Republic,2009,210.0,9648061.0,48261078914.0,1.442151318,52.436
North America and the Caribbean,Dominican Republic,2010,210.0,9775755.0,53860187258.0,6.329932201,53.755
North America and the Caribbean,Dominican Republic,2011,226.0,9903737.0,58029773599.0,5.796768092,54.618
North America and the Caribbean,Dominican Republic,2012,257.0,10030882.0,60681535653.0,3.694497079,55.436
North America and the Caribbean,Dominican Republic,2013,446.0,10157051.0,62682159338.0,4.830950967,54.914
North America and the Caribbean,Dominican Republic,2014,572.0,10282115.0,67179955677.0,2.998642261,55.53
North America and the Caribbean,Dominican Republic,2015,581.0,10405832.0,71164826837.0,0.836746347,57.291
North America and the Caribbean,Dominican Republic,2016,592.0,10527592.0,75704647878.0,1.614166072,57.904
North America and the Caribbean,Dominican Republic,2017,652.0,10647244.0,79998046306.0,3.279556947,58.734
North America and the Caribbean,Dominican Republic,2018,714.0,10765531.0,85555390139.0,3.56443426,60.033
Central and South America,Ecuador,1991,494.0,10686279.0,16988535268.0,48.71808068,60.615
Central and South America,Ecuador,1992,507.0,10914222.0,18094238119.0,54.60782151,60.623
Central and South America,Ecuador,1993,577.0,11132829.0,18938717359.0,44.95505376,60.546
Central and South America,Ecuador,1994,512.0,11347652.0,22708673337.0,27.31088179,60.731
Central and South America,Ecuador,1995,547.0,11561683.0,24432884442.0,22.93413441,60.737
Central and South America,Ecuador,1996,593.0,11775221.0,25226393197.0,24.41145922,60.688
Central and South America,Ecuador,1997,581.0,11987838.0,28162053027.0,30.65756757,61.424
Central and South America,Ecuador,1998,549.0,12199693.0,27981896948.0,36.09843316,63.487
Central and South America,Ecuador,1999,616.0,12412046.0,19645272636.0,52.24200519,61.913
Central and South America,Ecuador,2000,535.0,12626507.0,18327764882.0,96.09637569,60.404
Central and South America,Ecuador,2001,584.0,12845521.0,24468324000.0,37.67674545,61.358
Central and South America,Ecuador,2002,578.0,13070609.0,28548945000.0,12.48359801,61.587
Central and South America,Ecuador,2003,675.0,13301184.0,32432858000.0,7.929364875,61.632
Central and South America,Ecuador,2004,793.0,13534593.0,36591661000.0,2.743231989,64.097
Central and South America,Ecuador,2005,943.0,13770012.0,41507085000.0,2.168277012,64.448
Central and South America,Ecuador,2006,900.0,14009061.0,46802044000.0,3.298748463,65.538
Central and South America,Ecuador,2007,1006.0,14251835.0,51007777000.0,2.27618478,64.673
Central and South America,Ecuador,2008,928.0,14496797.0,61762635000.0,8.40009594,63.941
Central and South America,Ecuador,2009,965.0,14742766.0,62519686000.0,5.159968292,61.059
Central and South America,Ecuador,2010,912.0,14989585.0,69555367000.0,3.554377346,60.116
Central and South America,Ecuador,2011,919.0,15237728.0,79276664000.0,4.474532658,59.642
Central and South America,Ecuador,2012,976.0,15483883.0,87924544000.0,5.10172181,60.433
Central and South America,Ecuador,2013,676.0,15722989.0,95129659000.0,2.721775777,60.342
Central and South America,Ecuador,2014,734.0,15957994.0,101726000000.0,3.589220166,60.441
Central and South America,Ecuador,2015,1073.0,16195902.0,99290381000.0,3.966646233,63.283
Central and South America,Ecuador,2016,1219.0,16439585.0,99937696000.0,1.728264633,64.557
Central and South America,Ecuador,2017,1184.0,16696944.0,104296000000.0,0.417335589,65.533
Central and South America,Ecuador,2018,1221.0,17015672.0,107562000000.0,-0.224103246,64.307
Central and South America,Ecuador,2019,1195.0,17343740.0,108108000000.0,0.266012515,63.659
Central and South America,Ecuador,2020,1071.0,17588595.0,99291124000.0,-0.338872393,56.406
Central and South America,Ecuador,2021,880.0,17797737.0,106166000000.0,0.133251386,62.787
Africa,Egypt,2000,49.0,71371371.0,99838543960.0,2.683805353,42.072
Africa,Egypt,2001,49.0,72854261.0,96684636119.0,2.269757205,40.769
Africa,Egypt,2002,36.0,74393759.0,85146067416.0,2.73723855,38.867
Africa,Egypt,2003,42.0,75963322.0,80288461538.0,4.507776363,39.315
Africa,Egypt,2004,54.0,77522427.0,78782467532.0,11.27061933,40.421
Africa,Egypt,2005,52.0,79075310.0,89600665557.0,4.869396969,40.935
Africa,Egypt,2006,43.0,80629670.0,107426000000.0,7.644526445,42.043
Africa,Egypt,2007,32.0,82218755.0,130438000000.0,9.318969058,43.712
Africa,Egypt,2008,41.0,83844783.0,162818000000.0,18.31683168,43.499
Africa,Egypt,2009,52.0,85501064.0,189147000000.0,11.76349544,43.546
Africa,Egypt,2010,48.0,87252413.0,218984000000.0,11.26518827,45.045
Africa,Egypt,2011,177.0,89200054.0,235990000000.0,10.06492599,43.008
Africa,Egypt,2012,211.0,91240376.0,279117000000.0,7.111729433,42.38
Africa,Egypt,2013,149.0,93377890.0,288434000000.0,9.469719811,42.07
Africa,Egypt,2014,88.0,95592324.0,305595000000.0,10.07021547,41.816
Africa,Egypt,2015,49.0,97723799.0,329367000000.0,10.37049034,40.849
Africa,Egypt,2016,61.0,99784030.0,332442000000.0,13.81360621,40.825
Africa,Egypt,2017,67.0,101789386.0,248363000000.0,29.50660839,39.659
Africa,Egypt,2018,86.0,103740765.0,262589000000.0,14.40146578,39.031
Africa,Egypt,2019,72.0,105618671.0,318679000000.0,9.152799593,38.887
Central and South America,El Salvador,1991,474.0,5461070.0,5252342400.0,14.40267488,56.306
Central and South America,El Salvador,1992,430.0,5552206.0,5813399300.0,11.21448138,56.347
Central and South America,El Salvador,1993,429.0,5630987.0,6680269200.0,18.50668833,55.873
Central and South America,El Salvador,1995,631.0,5748195.0,8921947100.0,10.02965645,57.167
Central and South America,El Salvador,1996,546.0,5797140.0,9586327800.0,9.788920402,55.742
Central and South America,El Salvador,1997,577.0,5842638.0,10221705900.0,4.490136279,55.325
Central and South America,El Salvador,1998,512.0,5885083.0,10936669900.0,2.547059776,57.875
Central and South America,El Salvador,1999,515.0,5923852.0,11284197000.0,0.51482713,57.324
Central and South America,El Salvador,2000,463.0,5958482.0,11784927700.0,2.271287568,57.027
Central and South America,El Salvador,2001,515.0,5988095.0,12282533600.0,3.750820575,56.522
Central and South America,El Salvador,2002,439.0,6011275.0,12664190300.0,1.865525036,56.469
Central and South America,El Salvador,2003,527.0,6026849.0,13243892200.0,2.120390917,57.412
Central and South America,El Salvador,2004,466.0,6035655.0,13724810900.0,4.451943924,56.102
Central and South America,El Salvador,2005,457.0,6037817.0,14698000000.0,4.690948709,56.228
Central and South America,El Salvador,2006,411.0,6034436.0,15999890000.0,4.037123594,56.969
Central and South America,El Salvador,2007,501.0,6044131.0,17011750000.0,4.578085724,57.513
Central and South America,El Salvador,2008,490.0,6068099.0,17986890000.0,6.707922935,57.369
Central and South America,El Salvador,2009,506.0,6091188.0,17601620000.0,1.055950297,55.993
Central and South America,El Salvador,2010,399.0,6114034.0,18447920000.0,1.179335769,56.942
Central and South America,El Salvador,2011,490.0,6137349.0,20283780000.0,5.128923767,56.985
Central and South America,El Salvador,2012,514.0,6161289.0,21386150000.0,1.729734816,57.855
Central and South America,El Salvador,2013,487.0,6185642.0,21990960000.0,0.757669185,58.257
Central and South America,El Salvador,2014,386.0,6209526.0,22593470000.0,1.141344675,56.903
Central and South America,El Salvador,2015,346.0,6231066.0,23438240000.0,-0.731384487,56.312
Central and South America,El Salvador,2016,268.0,6250510.0,24191430000.0,0.604049087,56.599
Central and South America,El Salvador,2017,268.0,6266654.0,24979190000.0,1.012354033,56.346
Central and South America,El Salvador,2018,232.0,6276342.0,26020850000.0,1.090330006,56.282
Europe,Estonia,1993,579.0,1494128.0,18714457303.388607,89.81194903,59.023
Europe,Estonia,1994,615.0,1462514.0,18714457303.388607,47.65469062,58.29
Europe,Estonia,1995,595.0,1436634.0,4502970889.0,28.77661372,55.871
Europe,Estonia,1996,551.0,1415594.0,4786018988.0,23.05034335,55.142
Europe,Estonia,1997,525.0,1399535.0,5154420649.0,10.58187893,54.525
Europe,Estonia,1998,482.0,1386156.0,5674080543.0,8.208333333,54.252
Europe,Estonia,1999,469.0,1390244.0,5756912266.0,3.296110897,51.9
Europe,Estonia,2000,377.0,1396985.0,5686579748.0,4.018489525,50.642
Europe,Estonia,2001,401.0,1388115.0,6254649539.0,5.748279817,50.216
Europe,Estonia,2002,371.0,1379350.0,7367975888.0,3.571912702,51.165
Europe,Estonia,2003,342.0,1370720.0,9874013098.0,1.334991165,51.804
Europe,Estonia,2004,323.0,1362550.0,12145911801.0,3.048111075,52.484
Europe,Estonia,2005,273.0,1354775.0,14106790200.0,4.079714232,53.523
Europe,Estonia,2006,247.0,1346810.0,17022870405.0,4.437620424,56.742
Europe,Estonia,2007,253.0,1340680.0,22449129483.0,6.601326031,57.554
Europe,Estonia,2008,242.0,1337090.0,24341678629.0,10.36235803,57.7
Europe,Estonia,2009,269.0,1334515.0,19633031398.0,-0.078408311,52.419
Europe,Estonia,2010,223.0,1331475.0,19523477326.0,2.97204512,50.302
Europe,Estonia,2011,218.0,1327439.0,23213994093.0,4.981901315,53.66
Europe,Estonia,2012,237.0,1322696.0,23019150071.0,3.933399873,55.063
Europe,Estonia,2013,218.0,1317997.0,25115753366.0,2.78056659,55.919
Europe,Estonia,2014,241.0,1314545.0,26634083965.0,-0.106175147,56.502
Europe,Estonia,2015,195.0,1315407.0,22890762090.0,-0.492326007,58.131
Europe,Estonia,2016,183.0,1315790.0,24072829277.0,0.148684908,58.403
Europe,Estonia,2017,226.0,1317384.0,26924385103.0,3.417235495,59.818
Europe,Estonia,2018,196.0,1321977.0,30624720196.0,3.436326884,60.233
Europe,Estonia,2019,193.0,1326898.0,31081901909.0,2.277259312,60.606
Europe,Estonia,2020,210.0,1329522.0,31370395573.0,-0.444531098,59.077
Europe,Estonia,2021,186.0,1330932.0,37191166152.0,4.653166738,59.325
Europe,Estonia,2022,193.0,1348840.0,38100812959.0,19.39826341,61.512
Oceania,Fiji,2001,36.0,841320.0,1652462023.0,4.272670245,55.911
Oceania,Fiji,2002,42.0,849891.0,1833279985.0,0.762032086,55.721
Oceania,Fiji,2003,10.0,858306.0,2300492465.0,4.172747778,55.591
Oceania,Fiji,2004,24.0,866694.0,2708078477.0,2.827485194,55.465
Oceania,Fiji,2005,22.0,874923.0,2980403845.0,2.365764538,54.523
Oceania,Fiji,2006,24.0,883083.0,3076305453.0,2.490836388,55.517
Oceania,Fiji,2007,13.0,890648.0,3378314600.0,4.803706413,56.458
Oceania,Fiji,2008,38.0,896731.0,3523185920.0,7.732278579,57.428
Oceania,Fiji,2009,26.0,901383.0,2870624636.0,3.13103559,58.362
Oceania,Fiji,2011,38.0,908355.0,3779411899.0,7.278117827,60.279
Oceania,Fiji,2012,34.0,911059.0,3972028104.0,3.423375234,58.987
Europe,Finland,1991,1493.0,5013740.0,127774000000.0,4.310212898,59.302
Europe,Finland,1992,1451.0,5041992.0,112533000000.0,2.919323193,54.893
Europe,Finland,1993,1397.0,5066447.0,89214114708.0,2.190653196,51.363
Europe,Finland,1994,1387.0,5088333.0,103300000000.0,1.088556776,50.575
Europe,Finland,1995,1388.0,5107790.0,134190000000.0,0.791239407,49.563
Europe,Finland,1996,1247.0,5124573.0,132129000000.0,0.629194238,50.009
Europe,Finland,1997,1322.0,5139835.0,126912000000.0,1.192558834,51.107
Europe,Finland,1998,1228.0,5153498.0,134039000000.0,1.399473786,52.217
Europe,Finland,1999,1207.0,5165474.0,135264000000.0,1.162231557,53.737
Europe,Finland,2000,1165.0,5176209.0,126020000000.0,3.042100807,54.186
Europe,Finland,2001,1204.0,5188008.0,129533000000.0,2.578440801,54.969
Europe,Finland,2002,1095.0,5200598.0,140404000000.0,1.571220128,54.908
Europe,Finland,2003,1075.0,5213014.0,171652000000.0,0.877440386,54.694
Europe,Finland,2004,1064.0,5228172.0,197479000000.0,0.187120559,54.321
Europe,Finland,2005,994.0,5246096.0,204885000000.0,0.62387445,55.635
Europe,Finland,2006,1062.0,5266268.0,217089000000.0,1.566663807,56.273
Europe,Finland,2007,995.0,5288720.0,256378000000.0,2.510665652,57.006
Europe,Finland,2008,1033.0,5313399.0,285716000000.0,4.065953554,57.525
Europe,Finland,2009,1034.0,5338871.0,253498000000.0,-9.17e-07,55.449
Europe,Finland,2010,954.0,5363352.0,249424000000.0,1.184135232,54.822
Europe,Finland,2011,912.0,5388272.0,275604000000.0,3.416807543,55.198
Europe,Finland,2012,873.0,5413971.0,258290000000.0,2.808336226,55.111
Europe,Finland,2013,887.0,5438972.0,271362000000.0,1.478286157,54.256
Europe,Finland,2014,789.0,5461512.0,274863000000.0,1.041196212,53.821
Europe,Finland,2015,731.0,5479531.0,234534000000.0,-0.20792884,53.381
Europe,Finland,2016,787.0,5495303.0,240771000000.0,0.356684501,53.414
Europe,Finland,2017,824.0,5508214.0,255648000000.0,0.754015047,53.761
Europe,Finland,2018,810.0,5515525.0,275708000000.0,1.083820984,55.03
Europe,Finland,2019,746.0,5521606.0,268515000000.0,1.02409393,55.421
Europe,Finland,2020,717.0,5529543.0,271886000000.0,0.290554556,54.414
Europe,Finland,2021,747.0,5541017.0,296470000000.0,2.194574323,55.201
Europe,France,1991,11502.0,58557577.0,1269280000000.0,3.213407324,50.351
Europe,France,1992,11644.0,58849943.0,1401470000000.0,2.363760463,49.893
Europe,France,1993,12251.0,59106166.0,1322820000000.0,2.104462771,49.262
Europe,France,1994,12041.0,59327585.0,1393980000000.0,1.655515329,48.495
Europe,France,1995,11819.0,59543659.0,1601090000000.0,1.796481421,48.881
Europe,France,1996,11279.0,59756533.0,1605680000000.0,1.982883651,48.871
Europe,France,1997,11139.0,59969944.0,1452880000000.0,1.20394294,48.48
Europe,France,1998,10534.0,60192790.0,1503110000000.0,0.651126868,48.766
Europe,France,1999,10268.0,60504420.0,1493150000000.0,0.537141639,49.071
Europe,France,2000,10849.0,60921384.0,1365640000000.0,1.675959887,50.007
Europe,France,2001,10449.0,61367388.0,1377660000000.0,1.634780795,50.721
Europe,France,2002,10643.0,61816234.0,1501410000000.0,1.923412287,50.863
Europe,France,2003,10871.0,62256970.0,1844540000000.0,2.098472191,51.722
Europe,France,2004,10804.0,62716306.0,2119630000000.0,2.142089646,51.238
Europe,France,2005,10713.0,63188395.0,2196950000000.0,1.745869364,50.982
Europe,France,2006,10423.0,63628261.0,2320540000000.0,1.675124496,50.946
Europe,France,2007,10127.0,64021737.0,2660590000000.0,1.48799806,51.496
Europe,France,2008,10353.0,64379696.0,2930300000000.0,2.812861949,51.926
Europe,France,2009,10499.0,64710879.0,2700890000000.0,0.087620478,51.193
Europe,France,2010,10379.0,65030575.0,2645190000000.0,1.531122704,51.03
Europe,France,2011,10408.0,65345233.0,2865160000000.0,2.111597952,50.858
Europe,France,2012,9743.0,65662240.0,2683670000000.0,1.954195316,50.724
Europe,France,2013,9600.0,66002289.0,2811880000000.0,0.863715498,50.838
Europe,France,2014,8881.0,66312067.0,2855960000000.0,0.507758823,50.339
Europe,France,2015,8960.0,66548272.0,2439190000000.0,0.037514381,50.258
Europe,France,2016,8439.0,66724104.0,2472960000000.0,0.183334861,50.303
Europe,France,2017,8220.0,66918020.0,2595150000000.0,1.032282751,50.404
Europe,France,2018,8700.0,67158348.0,2790960000000.0,1.850815083,50.603
Europe,France,2019,8636.0,67388001.0,2728870000000.0,1.108254923,50.622
Europe,France,2020,8810.0,67571107.0,2647420000000.0,0.476498853,50.162
Asia,Georgia,1995,138.0,4657722.0,2693768413.0,162.7171522,62.427
Asia,Georgia,1996,162.0,4491699.0,3095047604.0,39.3575,58.936
Asia,Georgia,1997,176.0,4349913.0,3510520231.0,7.087617629,58.182
Asia,Georgia,1998,148.0,4243607.0,3613497317.0,3.566807813,55.897
Asia,Georgia,1999,189.0,4157192.0,2800025883.0,19.19267582,56.892
Asia,Georgia,2000,131.0,4077131.0,3057475335.0,4.063962014,57.164
Asia,Georgia,2001,100.0,4014373.0,3219462262.0,4.646044421,58.821
Asia,Georgia,2004,175.0,3927340.0,5125365192.0,5.656326362,56.596
Asia,Georgia,2005,88.0,3902469.0,6410912050.0,8.247090431,55.205
Asia,Georgia,2006,72.0,3880347.0,7745250734.0,9.160965084,53.759
Asia,Georgia,2007,104.0,3860158.0,10172931089.0,9.244897456,54.894
Asia,Georgia,2009,188.0,3814419.0,10766920066.0,1.727514611,51.213
Asia,Georgia,2010,113.0,3786695.0,12243217071.0,7.110178975,52.261
Asia,Georgia,2011,99.0,3756441.0,15107486236.0,8.542933333,53.221
Asia,Georgia,2012,105.0,3728874.0,16488822461.0,-0.943658853,54.276
Asia,Georgia,2013,158.0,3717668.0,17190068236.0,-0.512058411,54.109
Asia,Georgia,2014,195.0,3719414.0,17627332900.0,3.068812104,55.893
Asia,Georgia,2015,195.0,3725276.0,14953673796.0,4.003578207,57.424
Asia,Georgia,2016,163.0,3727505.0,15141598623.0,2.134927139,57.062
Asia,Georgia,2017,150.0,3728004.0,16242645072.0,6.035317253,56.982
Asia,Georgia,2018,250.0,3726549.0,17596922470.0,2.615244714,55.83
Asia,Georgia,2019,261.0,3720161.0,17470436259.0,4.852898217,55.649
Asia,Georgia,2020,202.0,3722716.0,15842922533.0,5.20246489,55.963
Asia,Georgia,2021,178.0,3708610.0,18629365612.0,9.566914338,56.527
Asia,Georgia,2022,195.0,3712502.0,24780791064.0,11.89816542,55.586
Europe,Germany,1991,14010.0,80013896.0,1868950000000.0,4.047032598,56.259
Europe,Germany,1992,13458.0,80624598.0,2131570000000.0,5.056977967,55.009
Europe,Germany,1993,12690.0,81156363.0,2071320000000.0,4.474576508,53.832
Europe,Germany,1994,12718.0,81438348.0,2205070000000.0,2.693056399,53.083
Europe,Germany,1995,12888.0,81678051.0,2585790000000.0,1.706160413,53.001
Europe,Germany,1996,12225.0,81914831.0,2497240000000.0,1.44972702,52.529
Europe,Germany,1997,12256.0,82034771.0,2211990000000.0,1.939371989,51.984
Europe,Germany,1998,11654.0,82047195.0,2238990000000.0,0.911183535,52.033
Europe,Germany,1999,11160.0,82100243.0,2194950000000.0,0.585433064,52.739
Europe,Germany,2000,11073.0,82211508.0,1947980000000.0,1.440268387,52.909
Europe,Germany,2001,11167.0,82349925.0,1945790000000.0,1.983857313,53.014
Europe,Germany,2002,11176.0,82488495.0,2078480000000.0,1.420806156,52.414
Europe,Germany,2003,11155.0,82534176.0,2501640000000.0,1.034222186,51.714
Europe,Germany,2004,10741.0,82516260.0,2814350000000.0,1.665736967,50.768
Europe,Germany,2005,10270.0,82469422.0,2846860000000.0,1.546911148,51.894
Europe,Germany,2006,9775.0,82376451.0,2994700000000.0,1.577426428,52.917
Europe,Germany,2007,9409.0,82266372.0,3425580000000.0,2.298344007,54.028
Europe,Germany,2008,9459.0,82110097.0,3745260000000.0,2.628379816,54.785
Europe,Germany,2009,9579.0,81902307.0,3411260000000.0,0.312739007,54.793
Europe,Germany,2010,10030.0,81776930.0,3399670000000.0,1.103810378,55.232
Europe,Germany,2011,10153.0,80274983.0,3749310000000.0,2.075172837,56.593
Europe,Germany,2012,9896.0,80425823.0,3527140000000.0,2.008488848,56.838
Europe,Germany,2013,10091.0,80645605.0,3733800000000.0,1.504723303,57.194
Europe,Germany,2014,10217.0,80982500.0,3889090000000.0,0.906794,57.402
Europe,Germany,2015,10088.0,81686611.0,3357590000000.0,0.514426137,57.39
Europe,Germany,2016,9852.0,82348669.0,3469850000000.0,0.491747008,58.487
Europe,Germany,2017,9242.0,82657002.0,3690850000000.0,1.509494851,58.915
Europe,Germany,2018,9409.0,82905782.0,3974440000000.0,1.732168798,59.209
Europe,Germany,2019,9051.0,83092962.0,3889180000000.0,1.445659769,59.976
Europe,Germany,2020,9221.0,83160871.0,3887730000000.0,0.144877926,58.309
Europe,Greece,1991,381.0,10319927.0,105143000000.0,19.45584564,45.433
Europe,Greece,1992,351.0,10399061.0,116225000000.0,15.87707379,45.437
Europe,Greece,1993,412.0,10460415.0,108809000000.0,14.41126444,44.851
Europe,Greece,1994,355.0,10512922.0,116602000000.0,10.87407568,45.616
Europe,Greece,1995,370.0,10562153.0,136878000000.0,8.93451416,45.828
Europe,Greece,1996,356.0,10608800.0,145862000000.0,8.194552176,46.274
Europe,Greece,1997,374.0,10661259.0,143158000000.0,5.536002668,46.043
Europe,Greece,1998,403.0,10720509.0,144428000000.0,4.766225724,46.099
Europe,Greece,1999,381.0,10761698.0,142589000000.0,2.63663306,45.987
Europe,Greece,2000,382.0,10805808.0,130458000000.0,3.151181625,46.277
Europe,Greece,2001,334.0,10862132.0,136309000000.0,3.373968322,45.888
Europe,Greece,2002,323.0,10902022.0,154564000000.0,3.629358719,46.297
Europe,Greece,2003,375.0,10928070.0,202370000000.0,3.530650278,46.866
Europe,Greece,2004,353.0,10955141.0,240964000000.0,2.898848108,46.961
Europe,Greece,2005,400.0,10987314.0,247875000000.0,3.545072733,47.315
Europe,Greece,2006,394.0,11020362.0,273547000000.0,3.195946841,48.114
Europe,Greece,2007,328.0,11048473.0,318903000000.0,2.895003215,48.202
Europe,Greece,2008,373.0,11077841.0,355909000000.0,4.152797081,48.532
Europe,Greece,2009,391.0,11107017.0,331309000000.0,1.210072692,47.804
Europe,Greece,2010,377.0,11121341.0,297125000000.0,4.712989078,46.193
Europe,Greece,2011,477.0,11104899.0,282996000000.0,3.329853234,42.758
Europe,Greece,2012,508.0,11045011.0,242029000000.0,1.501526962,39.067
Europe,Greece,2013,533.0,10965211.0,238908000000.0,-0.921269454,37.381
Europe,Greece,2014,565.0,10892413.0,235458000000.0,-1.312260964,37.706
Europe,Greece,2015,529.0,10820883.0,195684000000.0,-1.735888048,38.577
Europe,Greece,2016,485.0,10775971.0,193148000000.0,-0.825653978,39.261
Europe,Greece,2017,523.0,10754679.0,199844000000.0,1.12125452,40.214
Europe,Greece,2018,567.0,10732882.0,212049000000.0,0.625621413,41.165
Europe,Greece,2019,530.0,10721582.0,205253000000.0,0.253007522,42.28
Europe,Greece,2020,464.0,10698599.0,188480000000.0,-1.247983556,42.128
Central and South America,Guatemala,1991,156.0,9296814.0,9406135143.0,33.16642192,60.678
Central and South America,Guatemala,1992,173.0,9544055.0,10440781588.0,10.045918,60.794
Central and South America,Guatemala,1993,169.0,9790619.0,11400017301.0,11.81969017,60.874
Central and South America,Guatemala,1994,146.0,10037522.0,12983233311.0,10.85532115,60.946
Central and South America,Guatemala,1995,211.0,10286786.0,14655404433.0,8.411413123,61.049
Central and South America,Guatemala,1996,158.0,10536942.0,15674835615.0,11.05691653,61.041
Central and South America,Guatemala,1997,179.0,10788362.0,17790026222.0,9.232902949,61.131
Central and South America,Guatemala,1998,201.0,11046215.0,19395491993.0,6.613460705,61.238
Central and South America,Guatemala,1999,234.0,11311078.0,18318412251.0,5.213610586,61.324
Central and South America,Guatemala,2000,182.0,11589761.0,19288929030.0,5.977577347,61.347
Central and South America,Guatemala,2001,204.0,11871565.0,18405220247.0,7.285873666,61.257
