RegionName,CountryName,Year,SuicideCount,Population,GDP,InflationRate,EmploymentPopulationRatio
Europe,Albania,1992,47.0,3247039.0,652174990.8,226.0054213,45.315
Europe,Albania,1993,73.0,3227287.0,1185315468.0,85.00475124,47.798
Europe,Albania,1994,52.0,3207536.0,1880950864.0,22.56505269,50.086
Europe,Albania,1995,91.0,3187784.0,2392764853.0,7.793218538,53.186
Europe,Albania,1996,92.0,3168033.0,3199640815.0,12.72547781,53.039
Europe,Albania,1997,176.0,3148281.0,2258513974.0,33.18027438,51.873
Europe,Albania,1998,165.0,3128530.0,2545964541.0,20.64285887,49.373
Europe,Albania,1999,154.0,3108778.0,3212121651.0,0.389437654,48.201
Europe,Albania,2000,57.0,3089027.0,3480355258.0,0.050018136,48.925
Europe,Albania,2001,119.0,3060173.0,3922100794.0,3.10758827,48.76
Europe,Albania,2002,133.0,3051010.0,4348068242.0,7.770525834,48.943
Europe,Albania,2003,124.0,3039616.0,5611496257.0,0.484002612,48.608
Europe,Albania,2004,146.0,3026939.0,7184685782.0,2.280019169,48.118
Europe,Albania,2005,0.0,3011487.0,8052077248.0,2.366581957,47.416
Europe,Albania,2006,0.0,2992547.0,8896075005.0,2.370728319,46.701
Europe,Albania,2007,124.0,2970017.0,10677324853.0,2.932682482,45.606
Europe,Albania,2008,160.0,2947314.0,12881352894.0,3.320870904,46.243
Europe,Albania,2009,0.0,2927519.0,12044205550.0,2.266922095,47.473
Europe,Albania,2010,96.0,2913021.0,11926926616.0,3.626046956,47.422
Central and South America,Argentina,1991,1961.0,33105763.0,189720000000.0,171.67,56.747
Central and South America,Argentina,1992,2209.0,33568285.0,228779000000.0,24.9,56.867
Central and South America,Argentina,1993,2249.0,34027240.0,236742000000.0,10.61,55.269
Central and South America,Argentina,1994,2258.0,34488696.0,257440000000.0,4.18,54.689
Central and South America,Argentina,1995,2215.0,34946110.0,258032000000.0,3.38,49.947
Central and South America,Argentina,1996,2245.0,35389362.0,272150000000.0,0.16,51.379
Central and South America,Argentina,1997,2247.0,35815971.0,292859000000.0,0.53,53.437
Central and South America,Argentina,1998,2359.0,36233195.0,298948000000.0,0.9,55.058
Central and South America,Argentina,1999,2431.0,36653031.0,283523000000.0,-1.2,53.735
Central and South America,Argentina,2000,2787.0,37070774.0,284204000000.0,-0.9,52.96
Central and South America,Argentina,2001,3147.0,37480493.0,268697000000.0,-1.1,50.99
Central and South America,Argentina,2002,3178.0,37885028.0,97724004252.0,25.9,48.436
Central and South America,Argentina,2003,3307.0,38278164.0,127587000000.0,13.4,51.697
Central and South America,Argentina,2004,3134.0,38668796.0,164658000000.0,4.4,53.566
Central and South America,Argentina,2005,3071.0,39070501.0,198737000000.0,9.6,54.43
Central and South America,Argentina,2006,3118.0,39476851.0,232557000000.0,10.9,55.571
Central and South America,Argentina,2007,2955.0,39876111.0,287531000000.0,8.8,55.941
Central and South America,Argentina,2008,3071.0,40273769.0,361558000000.0,8.6,55.692
Central and South America,Argentina,2009,2910.0,40684338.0,332976000000.0,6.3,55.523
Central and South America,Argentina,2010,2967.0,40788453.0,423627000000.0,10.5,55.549
Central and South America,Argentina,2011,2934.0,41261490.0,530158000000.0,9.8,56.295
Central and South America,Argentina,2012,3273.0,41733271.0,545982000000.0,10.0,56.002
Central and South America,Argentina,2013,3004.0,42202935.0,552025000000.0,10.6,55.703
Central and South America,Argentina,2014,3255.0,42669500.0,526320000000.0,23.9,55.119
Central and South America,Argentina,2016,3050.0,43590368.0,557532000000.0,26.5,54.249
Central and South America,Argentina,2017,3222.0,44044811.0,643628000000.0,25.7,53.899
Central and South America,Argentina,2018,3322.0,44494502.0,524820000000.0,34.3,54.105
Central and South America,Argentina,2019,3296.0,44938712.0,447755000000.0,53.5,54.357
Central and South America,Argentina,2020,2872.0,45376763.0,385741000000.0,42.0,49.6
Central and South America,Argentina,2021,2865.0,45808747.0,487903000000.0,48.4,55.085
Asia,Armenia,1993,106.0,3457349.0,1201312829.0,3731.8,60.859
Asia,Armenia,1994,112.0,3373713.0,1315158637.0,3373.759443,59.578
Asia,Armenia,1995,130.0,3322782.0,1468317435.0,175.9513255,59.147
Asia,Armenia,1996,87.0,3298898.0,1596968946.0,18.68118564,57.216
Asia,Armenia,1997,77.0,3271418.0,1639492445.0,13.96076412,56.033
Asia,Armenia,1998,66.0,3240550.0,1893726437.0,8.672486324,56.717
Asia,Armenia,1999,67.0,3206030.0,1845482173.0,0.64824576,55.398
Asia,Armenia,2000,61.0,3168523.0,1911563669.0,-0.790883769,55.273
Asia,Armenia,2001,60.0,3133133.0,2118467913.0,3.145904647,55.084
Asia,Armenia,2002,74.0,3105037.0,2376335048.0,1.060049293,54.845
Asia,Armenia,2003,59.0,3084102.0,2807061009.0,4.721553366,54.596
Asia,Armenia,2006,78.0,3026486.0,6384452067.0,2.892356625,54.187
Asia,Armenia,2007,71.0,3004393.0,9206301270.0,4.407360896,54.27
Asia,Armenia,2008,63.0,2983421.0,11662040714.0,8.949953354,54.037
Asia,Armenia,2009,53.0,2964296.0,8647937081.0,3.406766827,54.557
Asia,Armenia,2010,73.0,2946293.0,9260285756.0,8.176361385,54.575
Asia,Armenia,2011,67.0,2928976.0,10142111825.0,7.650008079,54.481
Asia,Armenia,2012,79.0,2914421.0,10619320683.0,2.558020078,54.347
Asia,Armenia,2013,67.0,2901385.0,11121464437.0,5.789667785,54.262
Asia,Armenia,2014,58.0,2889930.0,11609513247.0,2.981308689,54.165
Asia,Armenia,2015,74.0,2878595.0,10553337518.0,3.731691193,54.069
Asia,Armenia,2016,67.0,2865835.0,10546136236.0,-1.403607559,53.979
Asia,Armenia,2017,44.0,2851923.0,11527458709.0,0.969553269,53.807
Asia,Armenia,2018,59.0,2836557.0,12457940695.0,2.52023382,53.592
Asia,Armenia,2019,49.0,2820602.0,13619290539.0,1.443446608,55.218
Asia,Armenia,2020,41.0,2805608.0,12641698583.0,1.211435778,54.556
Asia,Armenia,2021,53.0,2790974.0,13878908629.0,7.184836294,56.445
Asia,Armenia,2022,47.0,2780469.0,19513474648.0,8.64091109,56.548
Oceania,Australia,1991,2288.0,17284036.0,325967000000.0,3.17667537,57.094
Oceania,Australia,1992,2252.0,17478635.0,325518000000.0,1.012231126,56.124
Oceania,Australia,1993,2039.0,17634808.0,312128000000.0,1.753653445,55.664
Oceania,Australia,1994,2283.0,17805468.0,322802000000.0,1.969634797,56.831
Oceania,Australia,1995,2170.0,18004882.0,368166000000.0,4.6277666,58.167
Oceania,Australia,1996,2426.0,18224767.0,401342000000.0,2.615384615,58.124
Oceania,Australia,1997,2646.0,18423037.0,435643000000.0,0.224887556,57.846
Oceania,Australia,1998,2633.0,18607584.0,399674000000.0,0.86013463,58.171
Oceania,Australia,1999,2488.0,18812264.0,389652000000.0,1.483129403,58.451
Oceania,Australia,2000,2392.0,19028802.0,416168000000.0,4.457435148,59.178
Oceania,Australia,2001,2459.0,19274701.0,379629000000.0,4.407135362,59.037
Oceania,Australia,2002,2319.0,19495210.0,395789000000.0,2.981574539,59.336
Oceania,Australia,2003,2156.0,19720737.0,467739000000.0,2.732595966,59.829
Oceania,Australia,2004,2114.0,19932722.0,614660000000.0,2.343255225,60.043
Oceania,Australia,2006,2118.0,20450966.0,748418000000.0,3.555287737,61.677
Oceania,Australia,2007,2229.0,20827622.0,855007000000.0,2.327611289,62.344
Oceania,Australia,2008,2341.0,21249199.0,1056110000000.0,4.35029855,62.713
Oceania,Australia,2009,2337.0,21691653.0,928762000000.0,1.771117166,61.804
Oceania,Australia,2010,2420.0,22031750.0,1148890000000.0,2.918340027,62.002
Oceania,Australia,2011,2393.0,22340024.0,1398700000000.0,3.303850156,62.116
Oceania,Australia,2012,2580.0,22733465.0,1547650000000.0,1.762780156,61.762
Oceania,Australia,2013,2610.0,23128129.0,1577300000000.0,2.449888641,61.283
Oceania,Australia,2014,2922.0,23475686.0,1468600000000.0,2.487922705,60.785
Oceania,Australia,2015,3093.0,23815995.0,1351770000000.0,1.508366722,61.07
Oceania,Australia,2016,2909.0,24190907.0,1207580000000.0,1.276990945,61.175
Oceania,Australia,2017,3290.0,24592588.0,1326880000000.0,1.948647409,61.536
Oceania,Australia,2018,3205.0,24963258.0,1429730000000.0,1.911400944,62.161
Oceania,Australia,2019,3358.0,25334826.0,1394670000000.0,1.610767873,62.547
Oceania,Australia,2020,3139.0,25649248.0,1330380000000.0,0.846905537,60.829
Oceania,Australia,2021,3144.0,25685412.0,1559030000000.0,2.863910422,62.478
Oceania,Australia,2022,3249.0,26005540.0,1692960000000.0,6.594096713,63.699
Europe,Austria,1991,1769.0,7754891.0,173794000000.0,3.337427035,53.93
Europe,Austria,1992,1759.0,7840709.0,195078000000.0,4.0208478,54.558
Europe,Austria,1993,1704.0,7905633.0,190380000000.0,3.631785249,54.281
Europe,Austria,1994,1776.0,7936118.0,203535000000.0,2.953409368,56.969
Europe,Austria,1995,1788.0,7948278.0,241038000000.0,2.243366315,56.845
Europe,Austria,1996,1779.0,7959017.0,237251000000.0,1.860971158,55.724
Europe,Austria,1997,1592.0,7968041.0,212790000000.0,1.305978572,55.43
Europe,Austria,1998,1559.0,7976789.0,218260000000.0,0.922467197,55.601
Europe,Austria,1999,1555.0,7992324.0,217259000000.0,0.568993766,56.217
Europe,Austria,2000,1588.0,8011566.0,197290000000.0,2.344862854,55.957
Europe,Austria,2001,1489.0,8042293.0,197509000000.0,2.650000773,55.905
Europe,Austria,2002,1553.0,8081957.0,214395000000.0,1.810357878,56.1
Europe,Austria,2003,1456.0,8121423.0,262274000000.0,1.355553709,56.323
Europe,Austria,2004,1422.0,8171966.0,301458000000.0,2.06120618,54.575
Europe,Austria,2005,1399.0,8227829.0,316092000000.0,2.299137856,55.139
Europe,Austria,2006,1297.0,8268641.0,336280000000.0,1.441548511,55.833
Europe,Austria,2007,1285.0,8295487.0,389186000000.0,2.168555288,56.892
Europe,Austria,2008,1267.0,8321496.0,432052000000.0,3.215950332,57.557
Europe,Austria,2009,1278.0,8343323.0,401759000000.0,0.506308828,57.109
Europe,Austria,2010,1264.0,8363404.0,392275000000.0,1.81353439,57.348
Europe,Austria,2011,1288.0,8391643.0,431685000000.0,3.286579149,57.559
Europe,Austria,2012,1276.0,8429991.0,409402000000.0,2.485675622,57.672
Europe,Austria,2013,1291.0,8479823.0,430191000000.0,2.000156169,57.535
Europe,Austria,2014,1314.0,8546356.0,442585000000.0,1.60581183,57.164
Europe,Austria,2015,1251.0,8642699.0,381971000000.0,0.896563335,57.113
Europe,Austria,2016,1204.0,8736668.0,395837000000.0,0.891591753,57.426
Europe,Austria,2017,1224.0,8797566.0,417261000000.0,2.081269114,57.703
Europe,Austria,2018,1209.0,8840521.0,454991000000.0,1.998379814,58.297
Europe,Austria,2019,1113.0,8879920.0,444596000000.0,1.530895642,58.514
Europe,Austria,2020,1072.0,8916864.0,435049000000.0,1.381910634,57.648
Europe,Austria,2021,1099.0,8955797.0,479295000000.0,2.766666667,57.2
Asia,Azerbaijan,1992,144.0,7382050.0,444658671.6,-10.63009716,72.44
Asia,Azerbaijan,1993,119.0,7494800.0,1570392598.0,1128.000024,72.368
Asia,Azerbaijan,1994,47.0,7596550.0,1193141110.0,1662.215949,72.805
Asia,Azerbaijan,1995,49.0,7684850.0,2417331193.0,411.7596418,73.276
Asia,Azerbaijan,1996,69.0,7763000.0,3176507376.0,19.79480281,72.628
Asia,Azerbaijan,1997,107.0,7838250.0,3962362387.0,3.674348097,71.569
Asia,Azerbaijan,1998,56.0,7913000.0,4446368571.0,-0.772697886,70.317
Asia,Azerbaijan,1999,54.0,7982750.0,4581248567.0,-8.525170005,69.208
Asia,Azerbaijan,2000,62.0,8048600.0,5272615723.0,1.805003037,67.8
Asia,Azerbaijan,2001,317.0,8111200.0,5707616204.0,1.547195902,66.495
Asia,Azerbaijan,2002,92.0,8171950.0,6236087738.0,2.77116472,65.23
Asia,Azerbaijan,2003,129.0,8234100.0,7276413079.0,2.23386493,64.104
Asia,Azerbaijan,2004,108.0,8306500.0,8680405741.0,6.708930428,62.552
Asia,Azerbaijan,2007,55.0,8581300.0,33049419431.0,16.69975496,57.958
North America and the Caribbean,Bahamas,1993,7.0,288164.0,3092000000.0,2.72289767,64.203
North America and the Caribbean,Bahamas,1994,3.0,293997.0,3259000000.0,1.399334237,63.82
North America and the Caribbean,Bahamas,1995,3.0,299554.0,3429000000.0,2.066994954,66.22
North America and the Caribbean,Bahamas,1996,3.0,304933.0,3609000000.0,1.379137412,65.911
North America and the Caribbean,Bahamas,1997,2.0,310171.0,6332360000.0,0.544150383,67.436
North America and the Caribbean,Bahamas,1998,3.0,315398.0,6833220000.0,1.336613366,68.861
North America and the Caribbean,Bahamas,1999,6.0,320272.0,7683870000.0,1.25424826,69.419
North America and the Caribbean,Bahamas,2000,11.0,325014.0,8076470000.0,1.606329417,69.662
North America and the Caribbean,Bahamas,2001,1.0,329626.0,8317830000.0,2.044989775,69.977
North America and the Caribbean,Bahamas,2002,3.0,334002.0,8881160000.0,2.173577925,68.371
North America and the Caribbean,Bahamas,2003,1.0,338490.0,8870090000.0,3.025045263,66.898
North America and the Caribbean,Bahamas,2004,2.0,343089.0,9055290000.0,0.981914037,67.292
North America and the Caribbean,Bahamas,2005,4.0,347804.0,9836200000.0,1.591606181,67.298
North America and the Caribbean,Bahamas,2006,2.0,352664.0,10167250000.0,2.389826274,69.289
North America and the Caribbean,Bahamas,2007,5.0,357666.0,10618340000.0,2.492577949,68.959
North America and the Caribbean,Bahamas,2008,4.0,362795.0,10526000000.0,4.489559954,68.516
North America and the Caribbean,Bahamas,2009,6.0,368057.0,9981960000.0,2.062734735,63.731
North America and the Caribbean,Bahamas,2010,10.0,373272.0,10095760000.0,1.344027384,63.523
North America and the Caribbean,Bahamas,2011,4.0,377950.0,10070450000.0,3.198781417,63.37
North America and the Caribbean,Bahamas,2012,5.0,382061.0,10720400000.0,1.97336756,63.718
North America and the Caribbean,Bahamas,2013,5.0,385650.0,10395500000.0,0.722414785,61.907
North America and the Caribbean,Bahamas,2014,3.0,389131.0,10974800000.0,1.513756431,63.58
North America and the Caribbean,Bahamas,2015,5.0,392697.0,11672900000.0,1.861483029,64.789
Asia,Bahrain,1997,0.0,652643.0,6349202394.0,2.43155134,64.344
Asia,Bahrain,1998,0.0,672484.0,6183776596.0,-0.366533865,64.5
Asia,Bahrain,1999,17.0,692133.0,6621010372.0,-1.287587972,64.762
Asia,Bahrain,2000,29.0,711442.0,9062898936.0,-0.704852953,65.161
Asia,Bahrain,2001,23.0,730257.0,8976196809.0,-1.207571802,65.61
Asia,Bahrain,2002,25.0,748324.0,9593510638.0,-0.495540139,66.143
Asia,Bahrain,2003,34.0,778256.0,11074813830.0,1.593625498,66.573
Asia,Bahrain,2004,42.0,833451.0,13150159574.0,2.352941176,66.835
Asia,Bahrain,2005,42.0,901921.0,15968723404.0,2.586206897,67.149
Asia,Bahrain,2006,28.0,970981.0,18504760638.0,2.007469655,67.677
Asia,Bahrain,2007,40.0,1040532.0,21730000000.0,3.256666667,68.442
Asia,Bahrain,2008,43.0,1110343.0,25710904255.0,3.526003164,69.355
Asia,Bahrain,2009,36.0,1179453.0,22938218085.0,2.795512836,70.317
Asia,Bahrain,2010,19.0,1213645.0,25713271277.0,1.961884683,70.944
Asia,Bahrain,2011,18.0,1212077.0,28776595745.0,-0.400040697,70.286
Asia,Bahrain,2012,19.0,1224939.0,30749308511.0,2.7573967,70.609
Asia,Bahrain,2013,5.0,1261673.0,32539468085.0,3.300011569,70.671
Asia,Bahrain,2014,9.0,1311134.0,33387712766.0,2.647553212,70.197
North America and the Caribbean,Barbados,1991,17.0,259402.0,2020583702.0,6.257526633,51.859
North America and the Caribbean,Barbados,1992,14.0,260212.0,1957000000.0,6.09389303,50.991
North America and the Caribbean,Barbados,1993,16.0,260995.0,2063342117.0,1.113439336,50.444
North America and the Caribbean,Barbados,1994,14.0,261712.0,2151344901.0,0.077204388,52.004
North America and the Caribbean,Barbados,1995,17.0,262303.0,2216974096.0,1.878862794,54.76
North America and the Caribbean,Barbados,2000,10.0,264657.0,3059500000.0,2.435813035,62.273
North America and the Caribbean,Barbados,2001,2.0,265377.0,3054500000.0,2.577834904,62.699
North America and the Caribbean,Barbados,2002,0.0,266455.0,3106500000.0,0.125249458,61.422
North America and the Caribbean,Barbados,2003,0.0,267499.0,3209500000.0,1.619433198,61.632
North America and the Caribbean,Barbados,2004,3.0,268505.0,3444500000.0,1.394422311,63.012
North America and the Caribbean,Barbados,2005,1.0,269477.0,3819500000.0,6.082187295,63.244
North America and the Caribbean,Barbados,2006,9.0,270425.0,4217450000.0,7.307662628,61.945
North America and the Caribbean,Barbados,2007,0.0,271444.0,4674000000.0,4.034229829,62.776
North America and the Caribbean,Barbados,2008,1.0,272635.0,4785250000.0,8.108108108,62.129
North America and the Caribbean,Barbados,2009,5.0,273791.0,4465500000.0,3.643861893,60.835
North America and the Caribbean,Barbados,2010,3.0,274711.0,4531150000.0,5.824218533,60.374
North America and the Caribbean,Barbados,2011,0.0,275486.0,4656400000.0,9.432202402,60.027
North America and the Caribbean,Barbados,2012,0.0,276197.0,4613850000.0,4.533347539,58.519
North America and the Caribbean,Barbados,2013,0.0,276865.0,4685550000.0,1.81410436,59.005
Europe,Belarus,1993,2886.0,10239050.0,16416666667.0,1190.229233,53.932
Europe,Belarus,1994,3153.0,10226955.0,14952100840.0,2221.01657,51.437
Europe,Belarus,1995,3206.0,10193831.0,13970425777.0,709.3460321,48.648
Europe,Belarus,1996,3632.0,10159569.0,14756846154.0,52.71207675,44.505
Europe,Belarus,1997,3541.0,10117433.0,14130585516.0,63.93736634,48.494
Europe,Belarus,1998,3566.0,10071963.0,15221352699.0,72.86971705,50.189
Europe,Belarus,1999,3408.0,10026738.0,12138243081.0,293.6787509,50.959
Europe,Belarus,2000,3491.0,9979610.0,12736780455.0,168.6202359,51.843
Europe,Belarus,2001,3314.0,9928549.0,12354820144.0,61.13493316,52.636
Europe,Belarus,2002,3300.0,9865548.0,14594900945.0,42.53754813,53.368
Europe,Belarus,2003,3467.0,9796749.0,17825444724.0,28.39783991,54.043
Europe,Belarus,2007,2663.0,9560953.0,45275711996.0,8.426752735,56.993
Europe,Belarus,2008,2661.0,9527985.0,60752106347.0,14.83787648,57.874
Europe,Belarus,2009,2743.0,9504583.0,50873167326.0,12.94565634,58.757
Europe,Belarus,2010,2462.0,9483836.0,57231904543.0,7.735748043,59.246
Europe,Belarus,2011,2174.0,9461643.0,61762382328.0,53.22869831,59.713
Europe,Belarus,2013,1903.0,9443211.0,75527558966.0,18.31226104,60.425
Europe,Belarus,2014,1742.0,9448515.0,78812805039.0,18.11955435,60.674
Europe,Belarus,2018,1807.0,9438785.0,60031173808.0,4.872302206,61.835
Europe,Belgium,1991,1805.0,10004486.0,210511000000.0,3.215310693,45.831
Europe,Belgium,1992,1878.0,10045158.0,234782000000.0,2.427955672,46.305
Europe,Belgium,1993,2142.0,10084475.0,224722000000.0,2.754426435,45.712
Europe,Belgium,1994,2131.0,10115603.0,244884000000.0,2.377540845,45.473
Europe,Belgium,1995,2155.0,10136811.0,288026000000.0,1.467966991,45.81
Europe,Belgium,1996,2013.0,10156637.0,279201000000.0,2.077021074,45.631
Europe,Belgium,1997,2146.0,10181245.0,252708000000.0,1.628160495,45.998
Europe,Belgium,1998,2022.0,10203008.0,258528000000.0,0.949250288,46.111
Europe,Belgium,1999,1857.0,10226419.0,258246000000.0,1.120848234,47.42
Europe,Belgium,2000,2143.0,10251250.0,236792000000.0,2.544517762,48.844
Europe,Belgium,2001,2165.0,10286570.0,236746000000.0,2.469258231,47.745
Europe,Belgium,2002,2076.0,10332785.0,258384000000.0,1.645214362,47.653
Europe,Belgium,2003,2091.0,10376133.0,318083000000.0,1.588964,47.406
Europe,Belgium,2004,1987.0,10421137.0,369215000000.0,2.097283112,48.201
Europe,Belgium,2005,2029.0,10478617.0,385715000000.0,2.781432637,48.801
Europe,Belgium,2006,1935.0,10547958.0,408260000000.0,1.791207701,48.728
Europe,Belgium,2007,1857.0,10625700.0,470922000000.0,1.8230563,49.592
Europe,Belgium,2008,2001.0,10709973.0,517328000000.0,4.489444205,49.933
Europe,Belgium,2009,2013.0,10796493.0,483254000000.0,-0.053145674,49.241
Europe,Belgium,2010,2013.0,10895586.0,481421000000.0,2.189299204,49.588
Europe,Belgium,2011,2088.0,11038264.0,523330000000.0,3.532082107,49.402
Europe,Belgium,2012,2026.0,11106932.0,496153000000.0,2.839663434,49.235
Europe,Belgium,2013,1895.0,11159407.0,521791000000.0,1.11309594,49.045
Europe,Belgium,2014,1899.0,11209057.0,535390000000.0,0.340002833,48.951
Europe,Belgium,2015,1867.0,11274196.0,462336000000.0,0.561429153,48.789
Europe,Belgium,2016,1907.0,11331422.0,476063000000.0,1.973852647,48.951
Europe,Belgium,2017,1725.0,11375158.0,502765000000.0,2.12597086,50.023
Europe,Belgium,2018,1793.0,11427054.0,543299000000.0,2.053164999,50.966
Europe,Belgium,2019,1729.0,11488980.0,535866000000.0,1.43681957,51.475
Europe,Belgium,2020,1738.0,11538604.0,526264000000.0,0.740791812,50.833
Central and South America,Belize,1991,2.0,186462.0,594975697.0,0.761951501,50.232
Central and South America,Belize,1993,1.0,194177.0,750018765.3,1.472596947,50.652
Central and South America,Belize,1994,8.0,198416.0,769649509.5,2.569343046,49.846
Central and South America,Belize,1995,14.0,203556.0,816491620.2,2.889615844,49.903
Central and South America,Belize,1996,8.0,209840.0,848205276.9,5.965020975,49.952
Central and South America,Belize,1997,1.0,217117.0,870861115.2,1.149037568,51.431
Central and South America,Belize,1998,12.0,224907.0,926550756.0,2.1952625,50.3
Central and South America,Belize,1999,18.0,232733.0,996906468.7,2.621395246,51.686
Central and South America,Belize,2000,18.0,240406.0,1134756761.0,3.067439669,53.106
Central and South America,Belize,2001,19.0,248100.0,1168127974.0,3.651417866,54.36
Central and South America,Belize,2002,14.0,255987.0,1240059540.0,4.240266607,53.996
Central and South America,Belize,2003,12.0,263998.0,1303381861.0,2.318082747,54.017
Central and South America,Belize,2004,20.0,272128.0,1394273991.0,6.394430997,54.087
Central and South America,Belize,2005,12.0,280375.0,1468145956.0,-1.104310444,54.113
Central and South America,Belize,2006,11.0,288729.0,1584207353.0,-7.113767713,55.252
Central and South America,Belize,2007,8.0,297173.0,1699214299.0,2.318082746,56.006
Central and South America,Belize,2008,11.0,305671.0,1731921564.0,6.394431003,56.426
Central and South America,Belize,2009,15.0,314171.0,1681473348.0,-1.104310449,56.547
Central and South America,Belize,2010,15.0,322106.0,1739070295.0,0.917977379,56.709
Central and South America,Belize,2011,33.0,329538.0,1818831938.0,1.602056156,56.918
Central and South America,Belize,2012,18.0,337059.0,1899503250.0,1.300580745,57.167
Central and South America,Belize,2013,17.0,344688.0,2021757434.0,0.509747769,57.4
Central and South America,Belize,2014,24.0,352335.0,2125125606.0,1.201399645,58.258
Central and South America,Belize,2015,26.0,359871.0,2194709309.0,-0.861584009,59.029
Central and South America,Belize,2016,21.0,367313.0,2240593543.0,0.663427168,59.753
Central and South America,Brazil,1991,5182.0,153336445.0,407338000000.0,432.7866619,59.651
Central and South America,Brazil,1992,5252.0,155900790.0,390590000000.0,951.9620531,59.646
Central and South America,Brazil,1993,5547.0,158440875.0,438302000000.0,1927.38079,59.997
Central and South America,Brazil,1994,5931.0,160980472.0,546230000000.0,2075.888398,59.749
Central and South America,Brazil,1995,6584.0,163515328.0,769333000000.0,66.00703355,59.521
Central and South America,Brazil,1996,6748.0,166037122.0,850426000000.0,15.7576656,57.309
Central and South America,Brazil,1997,6932.0,168546707.0,883206000000.0,6.926712516,57.542
Central and South America,Brazil,1998,6986.0,171039804.0,863711000000.0,3.195076293,56.923
Central and South America,Brazil,1999,6533.0,173486281.0,599642000000.0,4.858447499,56.853
Central and South America,Brazil,2000,6781.0,175873720.0,655448000000.0,7.044141059,57.294
Central and South America,Brazil,2001,7740.0,178211881.0,559984000000.0,6.840359025,57.741
Central and South America,Brazil,2002,7728.0,180476685.0,509795000000.0,8.450164377,58.525
Central and South America,Brazil,2003,7865.0,182629278.0,558234000000.0,14.71491972,58.053
Central and South America,Brazil,2004,8018.0,184722043.0,669289000000.0,6.5971851,59.249
Central and South America,Brazil,2005,8552.0,186797334.0,891634000000.0,6.869537209,59.541
Central and South America,Brazil,2006,8643.0,188820682.0,1107630000000.0,4.183568129,59.815
Central and South America,Brazil,2007,8871.0,190779453.0,1397110000000.0,3.641272991,59.733
Central and South America,Brazil,2008,9211.0,192672317.0,1695860000000.0,5.678593903,60.196
Central and South America,Brazil,2009,9379.0,194517549.0,1667000000000.0,4.888034799,59.604
Central and South America,Brazil,2010,9454.0,196353492.0,2208840000000.0,5.038726901,59.109
Central and South America,Brazil,2011,9856.0,198185302.0,2616160000000.0,6.636449622,58.477
Central and South America,Brazil,2012,10328.0,199977707.0,2465230000000.0,5.40349914,59.165
Central and South America,Brazil,2013,10538.0,201721767.0,2472820000000.0,6.204310666,59.215
Central and South America,Brazil,2014,10660.0,203459650.0,2456040000000.0,6.329040155,59.217
Central and South America,Brazil,2015,11187.0,205188205.0,1802210000000.0,9.029901024,58.361
Central and South America,Brazil,2016,11436.0,206859578.0,1795690000000.0,8.739143523,56.483
Central and South America,Brazil,2017,12507.0,208504960.0,2063510000000.0,3.44637335,55.971
Central and South America,Brazil,2018,12741.0,210166592.0,1916930000000.0,3.664850284,56.31
Central and South America,Brazil,2019,13523.0,211782878.0,1873290000000.0,3.732976212,56.948
Central and South America,Brazil,2020,13841.0,213196304.0,1476110000000.0,3.211768038,52.03
Asia,Brunei Darussalam,1996,12.0,306196.0,5115454090.0,1.99613651,63.339
Asia,Brunei Darussalam,1997,11.0,313215.0,5197311972.0,1.711560045,63.494
Asia,Brunei Darussalam,1998,8.0,320152.0,4051142386.0,-0.44137931,63.647
Asia,Brunei Darussalam,1999,2.0,327045.0,4600116699.0,-0.415627598,63.803
Asia,Brunei Darussalam,2000,5.0,333926.0,6001282104.0,1.558152476,63.96
Asia,Brunei Darussalam,2001,4.0,340748.0,5601018684.0,0.595890411,64.115
Asia,Brunei Darussalam,2002,1.0,347463.0,5843368268.0,-2.314972425,63.909
Asia,Brunei Darussalam,2003,5.0,354045.0,6557397070.0,0.3,63.702
Asia,Brunei Darussalam,2004,3.0,360461.0,7872202803.0,0.814223995,63.494
Asia,Brunei Darussalam,2005,7.0,366717.0,9531420028.0,1.244437119,63.284
Asia,Brunei Darussalam,2006,10.0,372808.0,11470464771.0,0.159888078,63.078
Asia,Brunei Darussalam,2007,10.0,378748.0,12247677994.0,0.96777412,62.87
Asia,Brunei Darussalam,2008,9.0,384568.0,14393434225.0,2.084980237,62.661
Asia,Brunei Darussalam,2009,2.0,390311.0,10732595016.0,1.035717743,62.448
Asia,Brunei Darussalam,2010,5.0,396053.0,13707280260.0,0.356869132,62.242
Asia,Brunei Darussalam,2011,5.0,401506.0,18525128526.0,0.137911563,62.038
Asia,Brunei Darussalam,2012,8.0,406634.0,19048443341.0,0.111766261,61.418
Asia,Brunei Darussalam,2013,4.0,411702.0,18094321617.0,0.389205053,60.789
Asia,Brunei Darussalam,2014,5.0,416656.0,17097802753.0,-0.207108732,60.156
Asia,Brunei Darussalam,2015,7.0,421437.0,12930291488.0,-0.488347421,59.057
Asia,Brunei Darussalam,2016,7.0,425994.0,11400466356.0,-0.278693266,57.965
Asia,Brunei Darussalam,2017,11.0,430276.0,12128183904.0,-1.260505646,56.884
Asia,Brunei Darussalam,2018,13.0,434274.0,13566937674.0,1.025051793,59.701
Asia,Brunei Darussalam,2019,8.0,438048.0,13469235365.0,-0.390522069,59.944
Europe,Bulgaria,1991,1384.0,8632367.0,10943548387.0,338.4491115,50.598
